"","ID","accidents","BasisSchoolsAmsterdam","BicyclePathsAmsterdamCrossings","BronNetworkCrossings","ChildDaycareAmsterdam2011","HighAndUniAmsterdam2011","OSMAlcoholBarsNightclubs","OSMbikeBarriers2014","OSMbusAndTramStops","OSMcrossings","OSMhostelsHotels","OSMmotorwayJunctions","OSMNetworkAmsterdamCrossings","PriorityToRight","SchoolsAmsterdam2011","SecondarySchoolsAmsterdam2011","SpecialSchoolsAmsterdam2011","TrafficLightsAmsterdam"
"533",533,133,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA
"534",534,79,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
"535",535,4,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA
"536",536,20,NA,NA,226,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA
"537",537,4,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"538",538,3,NA,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA
"539",539,3,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA
"540",540,3,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,221,NA,NA,NA,NA,NA
"541",541,1,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA
"542",542,4,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA
"543",543,1,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,NA,NA
"544",544,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,NA
"545",545,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA
"546",546,21,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA
"547",547,7,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA
"548",548,14,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
"549",549,4,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
"550",550,2,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"551",551,34,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA
"552",552,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA
"553",553,7,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA
"554",554,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA
"555",555,2,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA
"556",556,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA
"557",557,1,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,189,NA,NA,NA,NA,NA
"558",558,1,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA
"559",559,15,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA
"560",560,84,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA
"561",561,44,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,267,NA,NA,NA,NA,NA
"562",562,3,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,NA
"563",563,2,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
"564",564,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA
"565",565,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,181,NA,NA,NA,NA,NA
"566",566,16,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA
"567",567,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA
"568",568,7,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"569",569,26,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA
"570",570,28,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"571",571,13,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA
"572",572,14,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA
"573",573,44,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA
"574",574,18,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA
"575",575,33,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA
"576",576,31,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA
"577",577,12,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA
"578",578,2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA
"579",579,2,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,213,NA,NA,NA,NA,NA
"580",580,9,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA
"581",581,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA
"582",582,2,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,238,NA,NA,NA,NA,NA
"583",583,4,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA
"584",584,8,NA,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA
"585",585,24,NA,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA
"586",586,45,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA
"587",587,23,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"588",588,19,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA
"589",589,8,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,203,NA,NA,NA,NA,NA
"590",590,27,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,287,NA,NA,NA,NA,NA
"591",591,72,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,252,NA,NA,NA,NA,NA
"592",592,32,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA
"593",593,27,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA
"594",594,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,309,NA,NA,NA,NA,NA
"595",595,2,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA
"596",596,7,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,229,NA,NA,NA,NA,NA
"597",597,42,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA
"598",598,104,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
"599",599,39,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"600",600,50,NA,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"601",601,49,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"602",602,16,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"603",603,103,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"604",604,49,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"605",605,184,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"606",606,56,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"607",607,51,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA
"608",608,59,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"609",609,13,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA
"610",610,5,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"611",611,75,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"612",612,8,NA,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"613",613,5,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"614",614,12,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA
"615",615,2,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"616",616,6,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA
"617",617,2,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"618",618,28,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA
"619",619,3,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"620",620,64,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"621",621,20,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"622",622,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA
"623",623,1,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA
"624",624,2,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA
"625",625,169,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA
"626",626,3,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"627",627,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA
"628",628,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA
"629",629,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA
"630",630,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"631",631,2,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"632",632,6,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"633",633,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"634",634,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA
"635",635,58,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"636",636,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"637",637,61,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"638",638,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"639",639,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"640",640,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"641",641,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"642",642,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA
"643",643,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA
"644",644,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"645",645,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"646",646,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"647",647,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"648",648,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"649",649,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"650",650,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"651",651,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"652",652,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"653",653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"654",654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"655",655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"656",656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"657",657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"658",658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"659",659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"660",660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA
"661",661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA
"662",662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA
"663",663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"664",664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"665",665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA
"666",666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,NA,NA,NA,NA,NA
"667",667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,NA,NA,NA
"668",668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA
"669",669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA
"670",670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA
"671",671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,NA
"672",672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA
"673",673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA
"674",674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA
"675",675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"676",676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"677",677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"678",678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"679",679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA
"680",680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"681",681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA
"682",682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA
"683",683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA
"684",684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA
"685",685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,NA,NA,NA,NA,NA
"686",686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,NA,NA,NA,NA,NA
"687",687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA
"688",688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA
"689",689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA
"690",690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA
"691",691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA
"692",692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"693",693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA
"694",694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"695",695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA
"696",696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA
"697",697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,NA,NA,NA,NA,NA
"698",698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,NA,NA,NA,NA,NA
"699",699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA
"700",700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA
"701",701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA
"702",702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA
"703",703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"704",704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA
"705",705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA
"706",706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA
"707",707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA
"708",708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
"709",709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
"710",710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA
"711",711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"712",712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"713",713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
"714",714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"715",715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"716",716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"717",717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
"718",718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"719",719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"720",720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"721",721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA
"722",722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
"723",723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"724",724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA
"725",725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA
"726",726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"727",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
"728",728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
"729",729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"730",730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA
"731",731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA
"732",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA
"733",733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"734",734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA
"735",735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"736",736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA
"737",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"738",738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"739",739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"740",740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"741",741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"742",742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA
"743",743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
"744",744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"745",745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
"746",746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA
"747",747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"748",748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"749",749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"750",750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"751",751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA
"752",752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA
"753",753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
"754",754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"755",755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"756",756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA
"757",757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"758",758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"759",759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA
"760",760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"761",761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"762",762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA
"763",763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"764",764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"765",765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA
"766",766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"767",767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"768",768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"769",769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"770",770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"771",771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"772",772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
