"","ID","accidents","BasisSchoolsAmsterdam","BicyclePathsAmsterdamCrossings","BronNetworkCrossings","ChildDaycareAmsterdam2011","HighAndUniAmsterdam2011","OSMAlcoholBarsNightclubs","OSMbikeBarriers2014","OSMbusAndTramStops","OSMcrossings","OSMhostelsHotels","OSMmotorwayJunctions","OSMNetworkAmsterdamCrossings","PriorityToRight","SchoolsAmsterdam2011","SecondarySchoolsAmsterdam2011","SpecialSchoolsAmsterdam2011","TrafficLightsAmsterdam"
"31",31,19,2,2,37,1,3,1,1,8,1,1,1,33,1,1,2,1,1
"32",32,1,1,2,55,1,3,1,2,2,5,2,1,31,1,2,1,1,1
"33",33,41,1,7,44,1,1,2,1,1,7,1,1,131,1,3,1,1,1
"34",34,69,1,3,30,1,2,2,1,1,3,1,1,68,2,1,3,1,1
"35",35,5,1,12,25,2,1,1,1,3,9,1,1,46,3,1,1,1,1
"36",36,2,1,2,24,1,2,1,1,1,2,1,1,34,1,2,2,1,1
"37",37,8,1,2,30,2,2,1,3,2,6,2,1,55,1,1,1,1,1
"38",38,20,1,7,32,2,2,1,2,2,18,5,1,32,1,3,2,1,1
"39",39,6,1,7,30,1,1,6,1,1,27,1,1,29,1,1,1,1,1
"40",40,10,1,3,27,1,1,1,1,2,3,1,1,82,2,1,1,1,1
"41",41,9,1,3,20,2,1,1,1,3,8,5,1,34,4,1,1,1,1
"42",42,7,1,2,6,3,4,1,1,4,1,6,1,32,2,3,2,NA,1
"43",43,13,1,3,22,1,9,4,1,1,2,1,1,57,1,3,1,NA,1
"44",44,1,3,4,3,1,3,2,1,1,2,1,1,40,2,1,2,NA,1
"45",45,26,1,2,27,2,2,9,2,1,6,3,1,65,1,4,1,NA,1
"46",46,6,1,3,5,1,1,9,1,2,20,2,1,37,2,2,1,NA,1
"47",47,15,1,4,43,1,3,1,1,4,10,1,1,15,2,4,2,NA,1
"48",48,15,1,3,24,1,1,3,2,1,9,1,1,18,2,2,1,NA,1
"49",49,28,1,15,13,1,2,2,1,2,5,1,1,39,1,1,1,NA,1
"50",50,12,1,8,4,1,1,1,2,3,1,1,1,8,1,2,1,NA,1
"51",51,17,2,8,28,1,1,1,2,2,3,5,1,34,1,1,1,NA,1
"52",52,7,1,4,28,1,1,1,1,4,4,2,1,35,1,1,1,NA,1
"53",53,16,1,5,27,2,1,1,1,2,2,1,1,56,1,2,1,NA,2
"54",54,2,1,11,28,1,1,1,1,1,4,2,1,28,2,4,1,NA,1
"55",55,7,1,2,15,1,1,1,1,4,2,2,1,25,2,1,2,NA,3
"56",56,40,3,10,6,2,1,1,1,1,44,1,1,24,2,1,1,NA,1
"57",57,13,1,2,21,1,1,2,1,2,13,1,2,18,2,3,1,NA,2
"58",58,27,1,9,38,1,1,4,1,5,26,1,1,60,3,1,1,NA,2
"59",59,6,1,3,58,1,1,5,1,1,12,8,1,66,1,1,2,NA,1
"60",60,89,1,5,18,2,1,5,4,2,3,2,1,42,2,1,1,NA,3
"61",61,83,1,3,36,2,1,1,2,2,12,5,NA,33,1,1,1,NA,1
"62",62,1,1,3,44,1,NA,2,1,2,7,5,NA,31,1,1,1,NA,1
"63",63,1,2,5,12,1,NA,1,2,2,2,1,NA,19,2,1,1,NA,1
"64",64,1,2,6,34,2,NA,1,2,2,26,3,NA,14,4,1,1,NA,1
"65",65,4,1,15,3,1,NA,1,1,1,3,1,NA,36,1,1,1,NA,1
"66",66,1,1,3,3,2,NA,3,2,1,22,1,NA,32,2,1,1,NA,1
"67",67,4,1,5,3,1,NA,6,1,2,18,1,NA,47,1,2,1,NA,1
"68",68,1,1,5,23,1,NA,1,2,2,7,1,NA,61,1,1,1,NA,4
"69",69,17,2,6,27,1,NA,1,6,1,2,3,NA,48,2,1,1,NA,1
"70",70,5,1,2,36,1,NA,1,1,2,7,7,NA,90,1,4,1,NA,1
"71",71,2,1,16,47,3,NA,1,1,3,41,4,NA,31,1,3,2,NA,1
"72",72,7,1,6,19,1,NA,1,1,1,10,1,NA,100,2,1,1,NA,1
"73",73,12,1,30,18,1,NA,2,1,1,2,1,NA,4,NA,1,1,NA,2
"74",74,12,1,5,20,1,NA,1,1,1,1,4,NA,3,NA,3,1,NA,1
"75",75,1,1,10,51,1,NA,1,1,1,3,5,NA,15,NA,1,1,NA,1
"76",76,19,1,3,26,1,NA,1,1,1,6,2,NA,16,NA,1,1,NA,1
"77",77,18,5,6,38,1,NA,1,2,1,2,1,NA,4,NA,1,1,NA,2
"78",78,4,1,2,5,3,NA,1,2,2,1,1,NA,2,NA,1,2,NA,1
"79",79,1,1,7,3,4,NA,1,1,1,2,1,NA,7,NA,2,1,NA,1
"80",80,1,1,3,22,1,NA,4,3,3,4,1,NA,28,NA,1,1,NA,1
"81",81,5,1,3,3,1,NA,1,1,2,6,2,NA,6,NA,2,2,NA,1
"82",82,19,1,3,13,2,NA,1,1,1,7,2,NA,11,NA,2,1,NA,2
"83",83,6,1,7,6,3,NA,1,2,2,1,3,NA,3,NA,4,1,NA,1
"84",84,8,1,21,6,2,NA,1,1,2,2,5,NA,7,NA,3,1,NA,1
"85",85,16,1,2,3,1,NA,1,7,2,3,4,NA,17,NA,1,2,NA,2
"86",86,14,1,5,7,1,NA,2,1,3,3,1,NA,3,NA,2,1,NA,1
"87",87,8,1,5,52,2,NA,1,2,1,7,1,NA,39,NA,1,1,NA,1
"88",88,5,2,3,18,2,NA,1,2,5,10,3,NA,34,NA,2,1,NA,1
"89",89,12,1,14,18,3,NA,1,1,4,2,16,NA,51,NA,2,1,NA,1
"90",90,13,2,5,22,2,NA,1,1,3,14,12,NA,36,NA,1,1,NA,1
"91",91,30,4,3,9,2,NA,NA,2,1,4,1,NA,19,NA,1,1,NA,1
"92",92,33,1,4,37,2,NA,NA,6,1,2,3,NA,28,NA,1,1,NA,1
"93",93,22,2,6,56,1,NA,NA,1,3,3,1,NA,16,NA,1,1,NA,3
"94",94,10,1,11,5,3,NA,NA,2,3,1,2,NA,80,NA,6,NA,NA,1
"95",95,30,1,5,4,1,NA,NA,1,1,8,9,NA,63,NA,1,NA,NA,1
"96",96,4,1,3,17,1,NA,NA,2,2,3,1,NA,30,NA,1,NA,NA,1
"97",97,3,2,3,40,1,NA,NA,1,2,6,1,NA,9,NA,1,NA,NA,1
"98",98,6,1,5,51,1,NA,NA,3,2,13,1,NA,19,NA,1,NA,NA,1
"99",99,25,1,2,3,3,NA,NA,1,2,32,1,NA,23,NA,1,NA,NA,1
"100",100,1,1,6,29,7,NA,NA,2,2,3,1,NA,7,NA,4,NA,NA,2
"101",101,10,1,8,12,1,NA,NA,2,3,2,1,NA,3,NA,2,NA,NA,1
"102",102,21,1,4,22,1,NA,NA,1,2,3,11,NA,29,NA,1,NA,NA,1
"103",103,2,1,14,31,1,NA,NA,1,1,4,1,NA,28,NA,1,NA,NA,2
"104",104,52,1,4,23,1,NA,NA,2,2,12,1,NA,19,NA,1,NA,NA,2
"105",105,8,1,8,35,1,NA,NA,2,4,1,1,NA,2,NA,1,NA,NA,1
"106",106,9,1,4,10,2,NA,NA,1,4,3,1,NA,3,NA,1,NA,NA,2
"107",107,9,2,10,48,1,NA,NA,2,1,12,1,NA,23,NA,1,NA,NA,1
"108",108,2,1,15,45,1,NA,NA,4,1,21,2,NA,4,NA,1,NA,NA,1
"109",109,3,1,14,28,2,NA,NA,2,2,8,1,NA,62,NA,4,NA,NA,1
"110",110,36,1,3,13,1,NA,NA,3,2,34,1,NA,38,NA,4,NA,NA,1
"111",111,43,1,14,10,1,NA,NA,2,1,9,2,NA,30,NA,1,NA,NA,1
"112",112,42,1,5,25,1,NA,NA,1,1,18,NA,NA,22,NA,1,NA,NA,1
"113",113,10,2,6,62,1,NA,NA,1,2,19,NA,NA,45,NA,1,NA,NA,1
"114",114,28,2,8,3,1,NA,NA,1,2,2,NA,NA,47,NA,2,NA,NA,2
"115",115,3,1,15,7,2,NA,NA,1,1,18,NA,NA,2,NA,1,NA,NA,1
"116",116,2,1,4,14,2,NA,NA,1,2,11,NA,NA,57,NA,5,NA,NA,2
"117",117,1,1,9,33,1,NA,NA,1,3,7,NA,NA,67,NA,3,NA,NA,1
"118",118,13,3,12,86,1,NA,NA,1,4,2,NA,NA,11,NA,3,NA,NA,1
"119",119,25,1,20,27,2,NA,NA,3,3,8,NA,NA,12,NA,1,NA,NA,1
"120",120,63,2,22,45,2,NA,NA,1,2,2,NA,NA,5,NA,2,NA,NA,1
"121",121,5,1,10,43,1,NA,NA,1,2,12,NA,NA,16,NA,2,NA,NA,1
"122",122,9,1,15,24,1,NA,NA,2,2,2,NA,NA,6,NA,2,NA,NA,1
"123",123,11,1,9,4,4,NA,NA,3,2,4,NA,NA,3,NA,3,NA,NA,1
"124",124,20,1,9,3,1,NA,NA,1,2,12,NA,NA,9,NA,2,NA,NA,2
"125",125,8,1,22,28,1,NA,NA,1,2,2,NA,NA,10,NA,1,NA,NA,1
"126",126,7,1,18,22,1,NA,NA,2,2,27,NA,NA,3,NA,2,NA,NA,1
"127",127,15,2,6,32,3,NA,NA,1,2,1,NA,NA,79,NA,3,NA,NA,1
"128",128,43,2,18,34,3,NA,NA,1,2,1,NA,NA,45,NA,3,NA,NA,2
"129",129,6,1,10,62,3,NA,NA,2,3,7,NA,NA,45,NA,2,NA,NA,1
"130",130,36,2,2,48,1,NA,NA,2,2,12,NA,NA,42,NA,3,NA,NA,1
"131",131,10,1,8,3,1,NA,NA,4,4,10,NA,NA,41,NA,1,NA,NA,1
"132",132,9,1,12,93,2,NA,NA,5,5,4,NA,NA,49,NA,2,NA,NA,3
"133",133,6,1,6,12,1,NA,NA,9,1,32,NA,NA,14,NA,1,NA,NA,1
"134",134,43,1,6,10,2,NA,NA,1,1,7,NA,NA,58,NA,1,NA,NA,1
"135",135,3,1,21,27,2,NA,NA,1,3,8,NA,NA,20,NA,1,NA,NA,2
"136",136,5,2,18,24,2,NA,NA,1,3,12,NA,NA,27,NA,3,NA,NA,1
"137",137,21,1,11,25,1,NA,NA,1,1,2,NA,NA,49,NA,7,NA,NA,4
"138",138,35,1,17,9,1,NA,NA,1,2,17,NA,NA,131,NA,1,NA,NA,2
"139",139,6,3,2,16,1,NA,NA,2,4,25,NA,NA,80,NA,2,NA,NA,2
"140",140,2,1,4,3,2,NA,NA,1,2,14,NA,NA,27,NA,5,NA,NA,1
"141",141,40,1,3,6,2,NA,NA,1,2,6,NA,NA,28,NA,4,NA,NA,1
"142",142,11,1,17,12,2,NA,NA,7,3,1,NA,NA,40,NA,2,NA,NA,2
"143",143,1,1,2,3,1,NA,NA,1,2,3,NA,NA,29,NA,2,NA,NA,1
"144",144,6,1,8,6,1,NA,NA,2,3,6,NA,NA,4,NA,1,NA,NA,2
"145",145,2,1,12,28,4,NA,NA,1,2,10,NA,NA,2,NA,1,NA,NA,1
"146",146,8,1,3,16,1,NA,NA,1,2,3,NA,NA,20,NA,5,NA,NA,1
"147",147,10,3,2,19,3,NA,NA,7,2,7,NA,NA,62,NA,1,NA,NA,2
"148",148,5,1,13,59,1,NA,NA,2,2,2,NA,NA,55,NA,2,NA,NA,1
"149",149,53,1,2,40,2,NA,NA,2,2,5,NA,NA,44,NA,1,NA,NA,1
"150",150,7,1,23,71,1,NA,NA,1,3,2,NA,NA,46,NA,3,NA,NA,1
"151",151,25,1,2,12,1,NA,NA,2,3,4,NA,NA,40,NA,1,NA,NA,1
"152",152,9,1,4,80,1,NA,NA,4,1,1,NA,NA,42,NA,1,NA,NA,2
"153",153,8,1,20,36,2,NA,NA,1,2,2,NA,NA,18,NA,3,NA,NA,1
"154",154,15,2,9,21,2,NA,NA,2,2,2,NA,NA,15,NA,3,NA,NA,2
"155",155,5,2,10,3,8,NA,NA,1,6,17,NA,NA,27,NA,1,NA,NA,1
"156",156,3,1,5,31,3,NA,NA,1,4,19,NA,NA,44,NA,2,NA,NA,1
"157",157,16,1,30,44,2,NA,NA,3,3,1,NA,NA,142,NA,2,NA,NA,1
"158",158,24,1,6,23,1,NA,NA,1,2,2,NA,NA,46,NA,3,NA,NA,2
"159",159,74,2,5,55,1,NA,NA,1,3,10,NA,NA,62,NA,2,NA,NA,1
"160",160,1,1,3,50,1,NA,NA,4,4,2,NA,NA,54,NA,2,NA,NA,1
"161",161,11,1,10,36,1,NA,NA,6,1,1,NA,NA,32,NA,1,NA,NA,1
"162",162,46,2,16,42,1,NA,NA,6,1,2,NA,NA,12,NA,4,NA,NA,1
"163",163,50,2,20,57,1,NA,NA,2,2,5,NA,NA,7,NA,1,NA,NA,2
"164",164,73,1,3,37,2,NA,NA,1,2,2,NA,NA,36,NA,1,NA,NA,1
"165",165,52,1,4,46,2,NA,NA,1,1,6,NA,NA,60,NA,3,NA,NA,5
"166",166,40,1,2,52,1,NA,NA,1,6,3,NA,NA,54,NA,4,NA,NA,2
"167",167,12,1,2,57,3,NA,NA,2,1,3,NA,NA,77,NA,3,NA,NA,2
"168",168,1,1,6,4,1,NA,NA,2,1,6,NA,NA,104,NA,3,NA,NA,1
"169",169,91,1,13,11,1,NA,NA,2,2,14,NA,NA,115,NA,3,NA,NA,2
"170",170,33,1,3,8,1,NA,NA,6,1,8,NA,NA,50,NA,1,NA,NA,1
"171",171,9,1,2,38,1,NA,NA,1,1,10,NA,NA,59,NA,5,NA,NA,2
"172",172,30,1,15,43,3,NA,NA,2,2,2,NA,NA,25,NA,3,NA,NA,1
"173",173,14,2,3,38,1,NA,NA,1,2,6,NA,NA,5,NA,1,NA,NA,1
"174",174,2,1,3,23,4,NA,NA,1,6,2,NA,NA,16,NA,2,NA,NA,1
"175",175,1,2,8,43,1,NA,NA,1,2,6,NA,NA,37,NA,2,NA,NA,2
"176",176,32,1,2,14,1,NA,NA,2,3,11,NA,NA,21,NA,3,NA,NA,1
"177",177,15,1,3,16,2,NA,NA,2,4,4,NA,NA,37,NA,4,NA,NA,1
"178",178,36,1,2,12,2,NA,NA,2,2,5,NA,NA,7,NA,1,NA,NA,2
"179",179,10,1,6,49,5,NA,NA,1,2,3,NA,NA,13,NA,2,NA,NA,1
"180",180,30,1,3,69,1,NA,NA,1,4,3,NA,NA,12,NA,1,NA,NA,3
"181",181,31,1,7,6,1,NA,NA,2,2,4,NA,NA,21,NA,2,NA,NA,3
"182",182,22,2,11,70,1,NA,NA,5,1,3,NA,NA,15,NA,2,NA,NA,4
"183",183,8,2,10,37,2,NA,NA,1,2,4,NA,NA,17,NA,6,NA,NA,1
"184",184,30,1,20,44,1,NA,NA,2,3,4,NA,NA,2,NA,2,NA,NA,2
"185",185,11,1,6,16,3,NA,NA,15,5,2,NA,NA,22,NA,3,NA,NA,1
"186",186,41,1,6,6,1,NA,NA,4,2,17,NA,NA,45,NA,6,NA,NA,1
"187",187,33,1,5,30,2,NA,NA,1,3,4,NA,NA,44,NA,1,NA,NA,1
"188",188,19,1,10,18,2,NA,NA,1,1,21,NA,NA,55,NA,1,NA,NA,2
"189",189,52,1,4,64,2,NA,NA,1,2,11,NA,NA,60,NA,5,NA,NA,1
"190",190,4,1,5,52,1,NA,NA,1,2,15,NA,NA,124,NA,1,NA,NA,1
"191",191,4,1,3,33,1,NA,NA,1,2,18,NA,NA,71,NA,1,NA,NA,8
"192",192,7,1,2,3,1,NA,NA,1,2,14,NA,NA,21,NA,2,NA,NA,3
"193",193,32,NA,10,24,1,NA,NA,2,2,5,NA,NA,18,NA,1,NA,NA,3
"194",194,17,NA,11,9,3,NA,NA,2,2,10,NA,NA,11,NA,2,NA,NA,2
"195",195,13,NA,3,12,3,NA,NA,1,1,25,NA,NA,4,NA,2,NA,NA,1
"196",196,12,NA,14,42,1,NA,NA,1,3,7,NA,NA,92,NA,1,NA,NA,1
"197",197,42,NA,5,3,1,NA,NA,1,2,7,NA,NA,73,NA,2,NA,NA,2
"198",198,20,NA,14,8,1,NA,NA,2,1,14,NA,NA,38,NA,5,NA,NA,1
"199",199,1,NA,12,38,1,NA,NA,2,1,1,NA,NA,8,NA,2,NA,NA,1
"200",200,33,NA,8,37,1,NA,NA,1,2,2,NA,NA,36,NA,5,NA,NA,1
"201",201,8,NA,19,15,1,NA,NA,2,4,8,NA,NA,97,NA,9,NA,NA,1
"202",202,3,NA,9,24,3,NA,NA,2,5,2,NA,NA,64,NA,3,NA,NA,1
"203",203,7,NA,2,67,2,NA,NA,1,3,4,NA,NA,55,NA,1,NA,NA,2
"204",204,1,NA,2,31,1,NA,NA,1,3,6,NA,NA,88,NA,2,NA,NA,1
"205",205,21,NA,6,26,1,NA,NA,1,2,6,NA,NA,85,NA,1,NA,NA,1
"206",206,9,NA,4,29,2,NA,NA,1,2,3,NA,NA,59,NA,1,NA,NA,1
"207",207,51,NA,6,5,1,NA,NA,2,1,2,NA,NA,51,NA,3,NA,NA,2
"208",208,7,NA,5,3,1,NA,NA,1,2,22,NA,NA,94,NA,3,NA,NA,6
"209",209,7,NA,16,19,1,NA,NA,2,3,2,NA,NA,114,NA,2,NA,NA,2
"210",210,64,NA,12,3,1,NA,NA,1,2,30,NA,NA,46,NA,2,NA,NA,4
"211",211,4,NA,42,4,1,NA,NA,2,2,1,NA,NA,102,NA,1,NA,NA,2
"212",212,19,NA,9,24,1,NA,NA,1,3,37,NA,NA,61,NA,2,NA,NA,1
"213",213,2,NA,3,39,1,NA,NA,2,4,13,NA,NA,2,NA,1,NA,NA,1
"214",214,6,NA,2,43,1,NA,NA,1,2,10,NA,NA,24,NA,2,NA,NA,2
"215",215,29,NA,6,54,2,NA,NA,4,1,4,NA,NA,56,NA,2,NA,NA,2
"216",216,10,NA,4,3,2,NA,NA,2,2,8,NA,NA,15,NA,2,NA,NA,1
"217",217,5,NA,2,6,1,NA,NA,2,2,2,NA,NA,5,NA,2,NA,NA,1
"218",218,11,NA,5,13,1,NA,NA,1,2,1,NA,NA,10,NA,1,NA,NA,1
"219",219,12,NA,4,4,1,NA,NA,NA,1,1,NA,NA,5,NA,3,NA,NA,1
"220",220,29,NA,10,8,3,NA,NA,NA,1,1,NA,NA,44,NA,1,NA,NA,2
"221",221,5,NA,12,3,2,NA,NA,NA,2,11,NA,NA,26,NA,3,NA,NA,6
"222",222,12,NA,4,39,2,NA,NA,NA,2,4,NA,NA,43,NA,2,NA,NA,2
"223",223,117,NA,27,9,1,NA,NA,NA,2,1,NA,NA,49,NA,1,NA,NA,5
"224",224,25,NA,5,31,3,NA,NA,NA,1,2,NA,NA,50,NA,2,NA,NA,1
"225",225,12,NA,3,34,1,NA,NA,NA,4,1,NA,NA,71,NA,4,NA,NA,1
"226",226,15,NA,12,57,2,NA,NA,NA,2,1,NA,NA,29,NA,1,NA,NA,1
"227",227,22,NA,3,37,2,NA,NA,NA,4,1,NA,NA,86,NA,9,NA,NA,1
"228",228,4,NA,18,3,1,NA,NA,NA,2,8,NA,NA,73,NA,1,NA,NA,1
"229",229,41,NA,10,17,2,NA,NA,NA,2,1,NA,NA,28,NA,1,NA,NA,1
"230",230,9,NA,2,3,1,NA,NA,NA,4,7,NA,NA,6,NA,1,NA,NA,1
"231",231,17,NA,7,12,3,NA,NA,NA,2,1,NA,NA,122,NA,1,NA,NA,2
"232",232,34,NA,5,26,3,NA,NA,NA,6,1,NA,NA,135,NA,1,NA,NA,1
"233",233,36,NA,10,10,1,NA,NA,NA,2,1,NA,NA,21,NA,3,NA,NA,2
"234",234,68,NA,5,12,1,NA,NA,NA,3,4,NA,NA,89,NA,2,NA,NA,2
"235",235,3,NA,8,30,1,NA,NA,NA,2,28,NA,NA,113,NA,6,NA,NA,1
"236",236,7,NA,17,25,1,NA,NA,NA,2,11,NA,NA,48,NA,1,NA,NA,1
"237",237,47,NA,24,35,3,NA,NA,NA,2,7,NA,NA,60,NA,1,NA,NA,1
"238",238,12,NA,4,35,1,NA,NA,NA,5,5,NA,NA,39,NA,1,NA,NA,1
"239",239,7,NA,9,38,1,NA,NA,NA,2,5,NA,NA,86,NA,1,NA,NA,5
"240",240,11,NA,25,6,1,NA,NA,NA,2,9,NA,NA,55,NA,3,NA,NA,1
"241",241,2,NA,6,39,1,NA,NA,NA,2,2,NA,NA,65,NA,1,NA,NA,2
"242",242,11,NA,12,23,1,NA,NA,NA,1,4,NA,NA,52,NA,3,NA,NA,1
"243",243,121,NA,6,6,9,NA,NA,NA,2,6,NA,NA,4,NA,3,NA,NA,1
"244",244,12,NA,15,6,2,NA,NA,NA,1,1,NA,NA,13,NA,1,NA,NA,1
"245",245,34,NA,2,38,4,NA,NA,NA,1,2,NA,NA,9,NA,2,NA,NA,2
"246",246,7,NA,2,7,2,NA,NA,NA,1,1,NA,NA,47,NA,2,NA,NA,3
"247",247,29,NA,8,23,2,NA,NA,NA,3,14,NA,NA,2,NA,2,NA,NA,2
"248",248,9,NA,11,41,1,NA,NA,NA,2,6,NA,NA,4,NA,3,NA,NA,1
"249",249,18,NA,7,10,3,NA,NA,NA,4,4,NA,NA,16,NA,2,NA,NA,2
"250",250,93,NA,3,17,2,NA,NA,NA,2,9,NA,NA,5,NA,1,NA,NA,3
"251",251,26,NA,3,9,2,NA,NA,NA,1,1,NA,NA,31,NA,1,NA,NA,4
"252",252,11,NA,3,3,1,NA,NA,NA,2,6,NA,NA,11,NA,2,NA,NA,8
"253",253,24,NA,6,12,2,NA,NA,NA,1,1,NA,NA,69,NA,3,NA,NA,4
"254",254,21,NA,5,3,1,NA,NA,NA,1,3,NA,NA,49,NA,1,NA,NA,1
"255",255,66,NA,8,3,3,NA,NA,NA,1,2,NA,NA,60,NA,5,NA,NA,1
"256",256,18,NA,11,20,4,NA,NA,NA,3,1,NA,NA,45,NA,1,NA,NA,1
"257",257,58,NA,8,3,2,NA,NA,NA,4,1,NA,NA,14,NA,4,NA,NA,1
"258",258,56,NA,8,6,1,NA,NA,NA,4,2,NA,NA,12,NA,2,NA,NA,1
"259",259,50,NA,4,14,2,NA,NA,NA,2,2,NA,NA,44,NA,2,NA,NA,1
"260",260,72,NA,6,23,1,NA,NA,NA,3,5,NA,NA,84,NA,3,NA,NA,1
"261",261,41,NA,7,14,1,NA,NA,NA,1,16,NA,NA,28,NA,3,NA,NA,1
"262",262,34,NA,4,3,1,NA,NA,NA,5,3,NA,NA,68,NA,4,NA,NA,2
"263",263,47,NA,5,39,1,NA,NA,NA,3,1,NA,NA,63,NA,2,NA,NA,5
"264",264,56,NA,10,61,1,NA,NA,NA,2,3,NA,NA,34,NA,3,NA,NA,1
"265",265,101,NA,3,11,1,NA,NA,NA,3,1,NA,NA,90,NA,1,NA,NA,2
"266",266,58,NA,4,3,1,NA,NA,NA,2,2,NA,NA,16,NA,3,NA,NA,1
"267",267,35,NA,9,9,1,NA,NA,NA,4,1,NA,NA,6,NA,2,NA,NA,1
"268",268,37,NA,6,9,1,NA,NA,NA,8,4,NA,NA,16,NA,1,NA,NA,2
"269",269,34,NA,11,18,1,NA,NA,NA,3,2,NA,NA,24,NA,1,NA,NA,1
"270",270,31,NA,2,6,1,NA,NA,NA,1,1,NA,NA,20,NA,1,NA,NA,1
"271",271,4,NA,10,9,2,NA,NA,NA,3,3,NA,NA,66,NA,1,NA,NA,3
"272",272,2,NA,7,41,3,NA,NA,NA,3,3,NA,NA,14,NA,1,NA,NA,1
"273",273,10,NA,7,70,2,NA,NA,NA,1,1,NA,NA,21,NA,1,NA,NA,1
"274",274,9,NA,7,7,1,NA,NA,NA,2,1,NA,NA,45,NA,3,NA,NA,1
"275",275,3,NA,4,28,3,NA,NA,NA,2,1,NA,NA,82,NA,3,NA,NA,3
"276",276,8,NA,4,22,1,NA,NA,NA,2,2,NA,NA,46,NA,4,NA,NA,1
"277",277,1,NA,12,9,1,NA,NA,NA,1,4,NA,NA,70,NA,2,NA,NA,2
"278",278,3,NA,19,3,1,NA,NA,NA,1,1,NA,NA,16,NA,1,NA,NA,1
"279",279,64,NA,3,18,1,NA,NA,NA,4,2,NA,NA,30,NA,1,NA,NA,2
"280",280,39,NA,2,7,3,NA,NA,NA,2,5,NA,NA,9,NA,2,NA,NA,1
"281",281,66,NA,3,6,1,NA,NA,NA,2,1,NA,NA,30,NA,3,NA,NA,1
"282",282,21,NA,6,7,1,NA,NA,NA,1,3,NA,NA,13,NA,1,NA,NA,1
"283",283,5,NA,4,19,3,NA,NA,NA,4,6,NA,NA,33,NA,4,NA,NA,1
"284",284,11,NA,7,13,2,NA,NA,NA,3,5,NA,NA,4,NA,1,NA,NA,1
"285",285,1,NA,9,9,1,NA,NA,NA,1,5,NA,NA,37,NA,7,NA,NA,2
"286",286,15,NA,9,14,1,NA,NA,NA,2,1,NA,NA,31,NA,3,NA,NA,1
"287",287,10,NA,4,12,2,NA,NA,NA,3,1,NA,NA,57,NA,2,NA,NA,1
"288",288,1,NA,10,39,4,NA,NA,NA,3,3,NA,NA,27,NA,4,NA,NA,1
