"","ID","accidents","BasisSchoolsAmsterdam","BicyclePathsAmsterdamCrossings","BronNetworkCrossings","ChildDaycareAmsterdam2011","HighAndUniAmsterdam2011","OSMAlcoholBarsNightclubs","OSMbikeBarriers2014","OSMbusAndTramStops","OSMcrossings","OSMhostelsHotels","OSMmotorwayJunctions","OSMNetworkAmsterdamCrossings","PriorityToRight","SchoolsAmsterdam2011","SecondarySchoolsAmsterdam2011","SpecialSchoolsAmsterdam2011","TrafficLightsAmsterdam"
"551",551,1,NA,2,3,NA,NA,NA,NA,1,NA,NA,NA,59,NA,NA,NA,NA,NA
"552",552,229,NA,6,17,NA,NA,NA,NA,2,NA,NA,NA,142,NA,NA,NA,NA,NA
"553",553,5,NA,3,60,NA,NA,NA,NA,3,NA,NA,NA,78,NA,NA,NA,NA,NA
"554",554,4,NA,9,26,NA,NA,NA,NA,2,NA,NA,NA,75,NA,NA,NA,NA,NA
"555",555,8,NA,4,47,NA,NA,NA,NA,1,NA,NA,NA,120,NA,NA,NA,NA,NA
"556",556,28,NA,11,15,NA,NA,NA,NA,1,NA,NA,NA,82,NA,NA,NA,NA,NA
"557",557,2,NA,2,7,NA,NA,NA,NA,2,NA,NA,NA,94,NA,NA,NA,NA,NA
"558",558,12,NA,6,70,NA,NA,NA,NA,3,NA,NA,NA,73,NA,NA,NA,NA,NA
"559",559,9,NA,4,20,NA,NA,NA,NA,2,NA,NA,NA,78,NA,NA,NA,NA,NA
"560",560,28,NA,14,3,NA,NA,NA,NA,2,NA,NA,NA,85,NA,NA,NA,NA,NA
"561",561,11,NA,2,3,NA,NA,NA,NA,3,NA,NA,NA,43,NA,NA,NA,NA,NA
"562",562,5,NA,3,4,NA,NA,NA,NA,1,NA,NA,NA,50,NA,NA,NA,NA,NA
"563",563,1,NA,6,5,NA,NA,NA,NA,2,NA,NA,NA,26,NA,NA,NA,NA,NA
"564",564,6,NA,4,9,NA,NA,NA,NA,2,NA,NA,NA,187,NA,NA,NA,NA,NA
"565",565,74,NA,3,51,NA,NA,NA,NA,1,NA,NA,NA,143,NA,NA,NA,NA,NA
"566",566,14,NA,2,3,NA,NA,NA,NA,2,NA,NA,NA,73,NA,NA,NA,NA,NA
"567",567,5,NA,3,9,NA,NA,NA,NA,2,NA,NA,NA,89,NA,NA,NA,NA,NA
"568",568,39,NA,3,16,NA,NA,NA,NA,4,NA,NA,NA,87,NA,NA,NA,NA,NA
"569",569,61,NA,18,6,NA,NA,NA,NA,2,NA,NA,NA,145,NA,NA,NA,NA,NA
"570",570,93,NA,2,19,NA,NA,NA,NA,2,NA,NA,NA,80,NA,NA,NA,NA,NA
"571",571,51,NA,4,13,NA,NA,NA,NA,2,NA,NA,NA,167,NA,NA,NA,NA,NA
"572",572,28,NA,2,3,NA,NA,NA,NA,2,NA,NA,NA,49,NA,NA,NA,NA,NA
"573",573,39,NA,3,6,NA,NA,NA,NA,4,NA,NA,NA,108,NA,NA,NA,NA,NA
"574",574,19,NA,13,15,NA,NA,NA,NA,1,NA,NA,NA,86,NA,NA,NA,NA,NA
"575",575,22,NA,2,8,NA,NA,NA,NA,1,NA,NA,NA,63,NA,NA,NA,NA,NA
"576",576,1,NA,4,3,NA,NA,NA,NA,2,NA,NA,NA,44,NA,NA,NA,NA,NA
"577",577,3,NA,3,58,NA,NA,NA,NA,4,NA,NA,NA,88,NA,NA,NA,NA,NA
"578",578,1,NA,4,50,NA,NA,NA,NA,2,NA,NA,NA,77,NA,NA,NA,NA,NA
"579",579,1,NA,10,52,NA,NA,NA,NA,2,NA,NA,NA,54,NA,NA,NA,NA,NA
"580",580,2,NA,9,62,NA,NA,NA,NA,1,NA,NA,NA,101,NA,NA,NA,NA,NA
"581",581,5,NA,5,34,NA,NA,NA,NA,1,NA,NA,NA,61,NA,NA,NA,NA,NA
"582",582,65,NA,4,28,NA,NA,NA,NA,2,NA,NA,NA,98,NA,NA,NA,NA,NA
"583",583,62,NA,2,65,NA,NA,NA,NA,2,NA,NA,NA,82,NA,NA,NA,NA,NA
"584",584,23,NA,5,46,NA,NA,NA,NA,2,NA,NA,NA,22,NA,NA,NA,NA,NA
"585",585,41,NA,15,85,NA,NA,NA,NA,2,NA,NA,NA,36,NA,NA,NA,NA,NA
"586",586,22,NA,7,42,NA,NA,NA,NA,1,NA,NA,NA,32,NA,NA,NA,NA,NA
"587",587,30,NA,6,22,NA,NA,NA,NA,2,NA,NA,NA,66,NA,NA,NA,NA,NA
"588",588,43,NA,2,93,NA,NA,NA,NA,2,NA,NA,NA,119,NA,NA,NA,NA,NA
"589",589,154,NA,9,23,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA
"590",590,30,NA,5,44,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,NA,NA,NA
"591",591,68,NA,9,48,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA
"592",592,244,NA,6,9,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA
"593",593,25,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA
"594",594,94,NA,3,43,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA
"595",595,149,NA,3,51,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA
"596",596,28,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA
"597",597,1,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA
"598",598,7,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA
"599",599,28,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA
"600",600,82,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA
"601",601,46,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"602",602,152,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA
"603",603,142,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA
"604",604,37,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"605",605,12,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA
"606",606,5,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA
"607",607,19,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA
"608",608,27,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"609",609,5,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA
"610",610,1,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"611",611,27,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA
"612",612,9,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"613",613,1,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"614",614,7,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"615",615,14,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA
"616",616,1,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA
"617",617,14,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
"618",618,28,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA
"619",619,24,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA
"620",620,33,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"621",621,51,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA
"622",622,6,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"623",623,15,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"624",624,31,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA
"625",625,62,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA
"626",626,57,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA
"627",627,48,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA
"628",628,8,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"629",629,92,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
"630",630,136,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA
"631",631,138,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA
"632",632,96,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA
"633",633,26,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA
"634",634,126,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA
"635",635,71,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"636",636,118,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA
"637",637,34,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA
"638",638,62,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"639",639,16,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA
"640",640,100,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA
"641",641,47,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA
"642",642,1,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"643",643,13,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"644",644,3,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA
"645",645,19,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA
"646",646,75,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA
"647",647,37,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
"648",648,63,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA
"649",649,37,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"650",650,15,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"651",651,56,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"652",652,9,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA
"653",653,371,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA
"654",654,160,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
"655",655,147,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA
"656",656,44,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
"657",657,50,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"658",658,21,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
"659",659,79,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA
"660",660,39,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA
"661",661,29,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA
"662",662,49,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
"663",663,86,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
"664",664,2,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA
"665",665,17,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA
"666",666,3,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA
"667",667,7,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA
"668",668,7,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
"669",669,16,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"670",670,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA
"671",671,30,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"672",672,30,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"673",673,32,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA
"674",674,22,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA
"675",675,149,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
"676",676,103,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA
"677",677,100,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA
"678",678,98,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA
"679",679,108,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA
"680",680,77,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"681",681,177,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"682",682,58,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"683",683,68,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"684",684,128,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"685",685,132,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"686",686,39,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"687",687,20,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"688",688,51,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"689",689,2,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"690",690,7,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"691",691,78,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"692",692,34,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA
"693",693,63,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA
"694",694,87,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA
"695",695,31,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA
"696",696,145,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA
"697",697,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA
"698",698,3,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA
"699",699,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA
"700",700,11,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA
"701",701,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA
"702",702,11,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA
"703",703,18,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,192,NA,NA,NA,NA,NA
"704",704,6,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA
"705",705,15,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA
"706",706,16,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA
"707",707,35,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA
"708",708,31,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,NA
"709",709,152,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,NA
"710",710,190,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA
"711",711,50,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,405,NA,NA,NA,NA,NA
"712",712,78,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA
"713",713,89,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA
"714",714,164,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA
"715",715,30,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA
"716",716,185,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA
"717",717,182,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA
"718",718,17,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA
"719",719,6,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA
"720",720,18,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA
"721",721,34,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA
"722",722,12,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA
"723",723,28,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA
"724",724,22,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA
"725",725,10,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA
"726",726,1,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"727",727,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
"728",728,13,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
"729",729,10,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA
"730",730,8,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"731",731,19,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA
"732",732,57,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA
"733",733,46,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"734",734,40,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA
"735",735,21,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA
"736",736,135,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA
"737",737,104,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA
"738",738,109,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA
"739",739,81,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA
"740",740,171,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA
"741",741,97,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA
"742",742,53,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA
"743",743,31,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA
"744",744,87,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA
"745",745,90,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA
"746",746,85,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA
"747",747,22,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA
"748",748,55,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,NA
"749",749,94,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA
"750",750,53,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA
"751",751,18,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,NA
"752",752,11,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA
"753",753,46,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA
"754",754,52,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA
"755",755,127,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,192,NA,NA,NA,NA,NA
"756",756,24,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA
"757",757,8,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA
"758",758,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA
"759",759,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA
"760",760,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA
"761",761,21,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"762",762,8,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA
"763",763,14,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA
"764",764,87,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"765",765,70,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA
"766",766,26,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA
"767",767,152,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA
"768",768,90,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA
"769",769,42,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
"770",770,19,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA
"771",771,82,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA
"772",772,115,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA
"773",773,157,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA
"774",774,102,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA
"775",775,340,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,207,NA,NA,NA,NA,NA
"776",776,156,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA
"777",777,4556,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA
"778",778,74,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA
"779",779,41,NA,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA
"780",780,15,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA
"781",781,14,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA
"782",782,65,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA
"783",783,20,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA
"784",784,4,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA
"785",785,1,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA
"786",786,8,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA
"787",787,1,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"788",788,4,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA
"789",789,2,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA
"790",790,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA
"791",791,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA
"792",792,40,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA
"793",793,60,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA
"794",794,64,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA
"795",795,29,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA
"796",796,26,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA
"797",797,4,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA
