"ID";"TotAreaM2";"WaterM2";"BuildUpM2";"OpenM2";"BRONnetwM";"accidents";"frequency";"BasisSchoolsAmsterdam";"BicyclePathsAmsterdamCrossings";"BronNetworkCrossings";"ChildDaycareAmsterdam2011";"HighAndUniAmsterdam2011";"OSMAlcoholBarsNightclubs";"OSMbikeBarriers2014";"OSMbusAndTramStops";"OSMcrossings";"OSMhostelsHotels";"OSMmotorwayJunctions";"OSMNetworkAmsterdamCrossings";"PriorityToRight";"SchoolsAmsterdam2011";"SecondarySchoolsAmsterdam2011";"SpecialSchoolsAmsterdam2011";"TrafficLightsAmsterdam"
532;40000;5392,03422115;0;34607,97;201,204620565;294,452945064;30;0;2;16;0;0;0;0;1;0;0;0;29;0;1;0;0;0
533;40000;4707,20030187;0;35292,8;75,7695138466;218,065335136;5;0;5;3;0;0;0;0;1;0;0;0;10;0;1;0;0;0
534;40000;0;0;40000;155,337683075;37,1500567078;49;0;5;6;0;0;0;0;1;0;0;0;8;0;3;0;0;0
535;40000;10019,5307904;59,2919599824;29921,18;0;428,240791571;1;0;3;18;0;0;0;0;3;0;0;0;38;0;2;0;0;0
536;40000;2101,29946481;247,110383009;37651,59;0;202,712332635;59;0;5;25;0;0;0;0;2;0;0;0;14;0;1;0;0;0
537;40000;1890,71363454;202,886103525;37906,4;0;244,420333899;17;0;3;12;0;0;0;0;2;0;0;0;78;0;5;0;0;0
538;40000;2398,12889688;21,1553007882;37580,72;0;206,309681981;22;0;4;12;0;0;0;0;1;0;0;0;35;0;1;0;0;0
539;40000;3462,99470761;58,2708365873;36478,73;0;131,273757501;13;0;2;30;0;0;0;0;2;0;0;0;46;0;1;0;0;0
540;40000;3107,29877614;0;36892,7;0;261,86025181;34;0;13;29;0;0;0;0;1;0;0;0;21;0;1;0;0;0
541;40000;5687,36613271;0;34312,63;0;150,934229922;3;0;14;30;0;0;0;0;2;0;0;0;96;0;2;0;0;0
542;40000;5362,87793657;0;34637,12;0;235,729405329;3;0;6;7;0;0;0;0;1;0;0;0;26;0;1;0;0;0
543;40000;5779,0189332;0;34220,98;0;339,756945573;25;0;3;9;0;0;0;0;1;0;0;0;14;0;1;0;0;0
544;40000;4309,0928735;0;35690,91;0;240,623792021;1;0;27;7;0;0;0;0;2;0;0;0;11;0;1;0;0;0
545;40000;0,00379962495;0;40000;0;17,8590411605;2;0;2;32;0;0;0;0;1;0;0;0;4;0;1;0;0;0
546;40000;56,7197684046;0;39943,28;0;193,735874129;12;0;2;49;0;0;0;0;1;0;0;0;92;0;2;0;0;0
547;40000;2996,85211811;0;37003,15;0;168,687284405;24;0;4;14;0;0;0;0;2;0;0;0;33;0;1;0;0;0
548;40000;1559,92340697;0;38440,08;0;130,286571513;6;0;2;22;0;0;0;0;1;0;0;0;44;0;1;0;0;0
549;40000;0;0;40000;0;99,1940018498;1;0;4;33;0;0;0;0;1;0;0;0;60;0;2;0;0;0
550;40000;0;0;40000;0;172,946287681;35;0;4;18;0;0;0;0;2;0;0;0;34;0;1;0;0;0
551;40000;4427,52725052;4372,78498527;31199,69;155,583683728;0;1;0;4;3;0;0;0;0;2;0;0;0;7;0;1;0;0;0
552;40000;1692,50843679;15697,5507913;22609,94;461,380544967;0;58;0;3;15;0;0;0;0;2;0;0;0;75;0;1;0;0;0
553;40000;2774,62922657;10158,3718867;27067;208,195181824;0;7;0;3;29;0;0;0;0;1;0;0;0;43;0;2;0;0;0
554;40000;5299,23128446;7093,20016681;27607,57;346,389530644;0;1;0;3;23;0;0;0;0;1;0;0;0;35;0;1;0;0;0
555;40000;3485,9668119;5334,05296168;31179,98;111,066245786;0;1;0;3;15;0;0;0;0;2;0;0;0;39;0;1;0;0;0
556;40000;12593,193728;5073,01852502;22333,79;778,742668987;0;16;0;3;3;0;0;0;0;2;0;0;0;41;0;2;0;0;0
557;40000;66,4251093942;3212,55052069;36721,02;294,720825068;0;3;0;2;6;0;0;0;0;2;0;0;0;29;0;2;0;0;0
558;40000;3075,8014525;4605,1227592;32319,08;289,574878554;0;3;0;3;30;0;0;0;0;2;0;0;0;32;0;1;0;0;0
559;40000;2929,3890451;16029,8752143;21040,74;267,751859959;0;10;0;10;51;0;0;0;0;2;0;0;0;40;0;1;0;0;0
560;40000;1050,61086223;13316,9005761;25632,49;575,496355306;0;9;0;3;63;0;0;0;0;1;0;0;0;28;0;1;0;0;0
561;40000;7124,39057751;2121,92379164;30753,69;224,55997058;0;14;0;14;41;0;0;0;0;1;0;0;0;31;0;1;0;0;0
562;40000;2921,90537523;1163,64800189;35914,45;87,7757140261;0;8;0;3;12;0;0;0;0;1;0;0;0;22;0;1;0;0;0
563;40000;1385,8973839;124,423360062;38489,68;209,665039154;0;10;0;3;11;0;0;0;0;2;0;0;0;19;0;1;0;0;0
564;40000;2298,37651132;391,21081912;37310,41;1348,44013635;0;2;0;7;20;0;0;0;0;1;0;0;0;13;0;1;0;0;0
565;40000;3740,76997726;853,252468793;35405,98;375,229444695;0;25;0;2;29;0;0;0;0;2;0;0;0;36;0;2;0;0;0
566;40000;528,541184422;1133,94850026;38337,51;811,790075541;0;1;0;18;13;0;0;0;0;1;0;0;0;17;0;1;0;0;0
567;40000;5239,23301683;2030,3669715;32730,4;538,604191382;0;6;0;9;3;0;0;0;0;1;0;0;0;14;0;1;0;0;0
568;40000;7741,88370245;743,057998173;31515,06;738,350717209;0;4;0;20;12;0;0;0;0;3;0;0;0;21;0;1;0;0;0
569;40000;49,4086013072;870,400562595;39080,19;914,505658957;0;2;0;5;24;0;0;0;0;2;0;0;0;22;0;1;0;0;0
570;40000;3339,62684755;2920,50468831;33739,87;356,898778924;0;2;0;14;18;0;0;0;0;2;0;0;0;32;0;1;0;0;0
571;40000;2285,40051788;175,349433984;37539,25;49,4094392861;0;2;0;17;28;0;0;0;0;2;0;0;0;41;0;2;0;0;0
572;40000;1786,10601489;108,309591978;38105,58;233,109937964;0;6;0;2;19;0;0;0;0;2;0;0;0;4;0;2;0;0;0
573;40000;269,939494404;8828,78273744;30901,28;274,213176688;0;1;0;15;15;0;0;0;0;2;0;0;0;3;0;4;0;0;0
574;40000;3102,60474997;93,9272245414;36803,47;317,741893037;0;3;0;24;14;0;0;0;0;2;0;0;0;19;0;3;0;0;0
575;40000;3011,07292855;381,286395673;36607,64;796,098206202;0;7;0;6;20;0;0;0;0;1;0;0;0;16;0;3;0;0;0
576;40000;4514,19977905;2559,02576668;32926,77;634,311651129;0;10;0;3;12;0;0;0;0;2;0;0;0;7;0;1;0;0;0
577;40000;3001,73953572;16607,6566263;20390,6;1096,75784831;0;15;0;2;10;0;0;0;0;4;0;0;0;6;0;1;0;0;0
578;40000;3555,52216525;338,352921114;36106,12;1118,91097664;0;39;0;14;39;0;0;0;0;4;0;0;0;4;0;1;0;0;0
579;40000;400,118754317;163,40579303;39436,48;917,067345199;0;5;0;5;13;0;0;0;0;2;0;0;0;5;0;3;0;0;0
580;40000;3085,77747815;880,144481045;36034,08;116,038564245;0;7;0;2;9;0;0;0;0;2;0;0;0;7;0;2;0;0;0
581;40000;13690,6414365;50,4079520059;26258,95;201,074703671;0;36;0;5;9;0;0;0;0;2;0;0;0;2;0;1;0;0;0
582;40000;962,200439031;497,702055892;38540,1;226,599957157;0;10;0;3;16;0;0;0;0;1;0;0;0;9;0;3;0;0;0
583;40000;1931,56320467;7901,90721112;30166,53;612,554719986;0;13;0;8;3;0;0;0;0;3;0;0;0;24;0;1;0;0;0
584;40000;4017,9044379;9993,01526429;25989,08;750,186589136;0;6;0;12;6;0;0;0;0;1;0;0;0;15;0;2;0;0;0
585;40000;284,854676594;8363,84942322;31351,3;781,809371751;0;22;0;4;16;0;0;0;0;2;0;0;0;5;0;1;0;0;0
586;40000;3764,87763967;1888,42588612;34346,7;603,788059054;0;4;0;2;13;0;0;0;0;1;0;0;0;4;0;1;0;0;0
587;40000;982,649557915;1706,49293253;37310,86;922,243275128;0;5;0;2;6;0;0;0;0;1;0;0;0;15;0;1;0;0;0
588;40000;12235,5173458;4585,37654159;23179,11;630,890141389;0;57;0;3;30;0;0;0;0;3;0;0;0;4;0;1;0;0;0
589;40000;2068,72976739;6470,63232894;31460,64;713,096982559;0;18;0;6;37;0;0;0;0;1;0;0;0;19;0;3;0;0;0
590;40000;5910,8485288;4158,46645639;29930,69;969,189054147;0;11;0;2;36;0;0;0;0;2;0;0;0;3;0;2;0;0;0
591;40000;1215,29403735;8840,87692468;29943,83;1080,77699103;0;20;0;2;26;0;0;0;0;2;0;0;0;2;0;1;0;0;0
592;40000;7235,12116106;3429,57494408;29335,3;168,087835483;0;75;0;4;9;0;0;0;0;4;0;0;0;32;0;1;0;0;0
593;40000;6602,1021605;5983,96167911;27413,94;650,193586103;0;2;0;2;16;0;0;0;0;2;0;0;0;12;0;1;0;0;0
594;40000;2550,48472092;8681,17250808;28768,34;1070,53954455;0;7;0;2;19;0;0;0;0;2;0;0;0;10;0;2;0;0;0
595;40000;3038,90095884;3973,13365788;32987,97;1273,02821656;0;4;0;4;3;0;0;0;0;1;0;0;0;5;0;1;0;0;0
596;40000;3568,67328321;914,143417925;35517,18;312,460924793;0;20;0;3;22;0;0;0;0;1;0;0;0;2;0;1;0;0;0
597;40000;1677,40978517;3036,97500554;35285,62;247,026285076;0;2;0;2;15;0;0;0;0;1;0;0;0;4;0;1;0;0;0
598;40000;3483,56867033;197,748087631;36318,68;86,7595447339;0;15;0;3;6;0;0;0;0;1;0;0;0;18;0;2;0;0;0
599;40000;837,504957101;10016,6146179;29145,88;846,045671084;0;6;0;2;22;0;0;0;0;2;0;0;0;11;0;1;0;0;0
600;40000;15003,2359682;1309,34551807;23687,42;273,965543718;0;159;0;4;29;0;0;0;0;2;0;0;0;12;0;1;0;0;0
601;40000;11838,2458501;6269,26446628;21892,49;581,205115997;0;20;0;8;17;0;0;0;0;2;0;0;0;2;0;1;0;0;0
602;40000;3196,84991363;5864,02424495;30939,13;1172,04784704;0;20;0;13;22;0;0;0;0;1;0;0;0;4;0;1;0;0;0
603;40000;5967,65282473;3510,76215077;30521,59;857,888518857;0;24;0;2;30;0;0;0;0;1;0;0;0;12;0;2;0;0;0
604;40000;1854,76185392;5745,51081177;32399,73;534,07826008;0;11;0;18;22;0;0;0;0;2;0;0;0;3;0;1;0;0;0
605;40000;3096,82275708;6068,99620166;30834,18;629,089948138;0;10;0;5;12;0;0;0;0;2;0;0;0;2;0;2;0;0;0
606;40000;14022,0563828;1352,89608006;24625,05;57,957836921;0;10;0;10;18;0;0;0;0;1;0;0;0;2;0;1;0;0;0
607;40000;7732,48750532;4883,89285723;27383,62;570,948803128;0;7;0;4;21;0;0;0;0;2;0;0;0;4;0;1;0;0;0
608;40000;5791,28014827;8082,96520374;26125,75;806,688683198;0;1;0;5;22;0;0;0;0;2;0;0;0;2;0;1;0;0;0
609;40000;3284,15013384;7580,21860013;29135,63;702,533290584;0;27;0;2;4;0;0;0;0;2;0;0;0;6;0;1;0;0;0
610;40000;4345,04020574;8671,47000353;26983,49;800,912334603;0;20;0;3;9;0;0;0;0;1;0;0;0;2;0;1;0;0;0
611;40000;5288,05469312;3814,64402128;30897,3;576,609920924;0;13;0;2;3;0;0;0;0;1;0;0;0;4;0;1;0;0;0
612;40000;4806,76615858;7554,50142272;27638,73;745,854325682;0;22;0;3;16;0;0;0;0;1;0;0;0;5;0;1;0;0;0
613;40000;4553,36758788;6682,60867275;28764,02;906,382377083;0;10;0;10;21;0;0;0;0;1;0;0;0;2;0;2;0;0;0
614;40000;4925,38455437;3736,34937272;31338,27;570,582058153;0;86;0;2;35;0;0;0;0;1;0;0;0;8;0;2;0;0;0
615;40000;378,897093504;7549,94275578;32071,16;974,333074929;0;7;0;3;6;0;0;0;0;1;0;0;0;4;0;1;0;0;0
616;40000;12812,4017126;1658,53089382;25529,07;118,490411876;0;3;0;3;14;0;0;0;0;1;0;0;0;4;0;1;0;0;0
617;40000;4516,86150893;6179,78967006;29303,35;625,489233765;0;14;0;2;13;0;0;0;0;2;0;0;0;28;0;3;0;0;0
618;40000;336,374137371;22,8391538526;39640,79;604,195254283;0;6;0;3;13;0;0;0;0;1;0;0;0;14;0;1;0;0;0
619;40000;200,767010568;695,423523214;39103,81;533,493135803;0;32;0;4;13;0;0;0;0;4;0;0;0;26;0;3;0;0;0
620;40000;209,070541413;465,618720849;39325,31;197,906385948;0;20;0;9;27;0;0;0;0;1;0;0;0;68;0;1;0;0;0
621;40000;8326,71753836;2304,37395412;29368,91;234,681748772;0;16;0;9;52;0;0;0;0;2;0;0;0;31;0;1;0;0;0
622;40000;728,899734221;889,474830185;38381,63;171,785733403;0;26;0;22;14;0;0;0;0;3;0;0;0;38;0;2;0;0;0
623;40000;24337,275399;2436,2108391;13226,51;141,26383322;0;4;0;3;33;0;0;0;0;1;0;0;0;45;0;1;0;0;0
624;40000;3272,63724646;8216,74625855;28510,62;319,293126934;0;28;0;8;26;0;0;0;0;1;0;0;0;56;0;3;0;0;0
625;40000;7619,14680107;2709,00645013;29671,85;230,437802799;0;32;0;2;22;0;0;0;0;1;0;0;0;11;0;1;0;0;0
626;40000;3736,68466917;3889,09905038;32374,22;238,208491791;0;25;0;2;15;0;0;0;0;1;0;0;0;5;0;1;0;0;0
627;40000;6189,45376695;2494,14929973;31316,4;414,362771236;0;30;0;4;3;0;0;0;0;2;0;0;0;6;0;1;0;0;0
628;40000;5343,11548802;1847,17358236;32809,71;828,276049107;0;21;0;2;40;0;0;0;0;2;0;0;0;8;0;1;0;0;0
629;40000;4149,27836516;3044,63237191;32806,09;545,201998317;0;7;0;10;26;0;0;0;0;1;0;0;0;27;0;1;0;0;0
630;40000;30974,0310062;1229,82863903;7796,14;165,264667703;0;5;0;8;20;0;0;0;0;1;0;0;0;14;0;1;0;0;0
631;40000;20243,7075431;1962,51846331;17793,77;111,542423773;0;44;0;3;8;0;0;0;0;1;0;0;0;16;0;1;0;0;0
632;40000;15381,2936042;241,186194417;24377,52;360,522961089;0;7;0;18;9;0;0;0;0;1;0;0;0;79;0;2;0;0;0
633;40000;471,281376539;10404,2860725;29124,43;74,5213005779;0;18;0;3;32;0;0;0;0;2;0;0;0;42;0;2;0;0;0
634;40000;4370,83301771;5020,69057145;30608,48;724,869363745;0;56;0;3;22;0;0;0;0;2;0;0;0;90;0;1;0;0;0
635;40000;529,912285127;9249,76592148;30220,32;1043,93799154;0;21;0;2;11;0;0;0;0;1;0;0;0;22;0;1;0;0;0
636;40000;4908,18972144;260,547627068;34831,26;425,997040812;0;10;0;2;22;0;0;0;0;2;0;0;0;27;0;1;0;0;0
637;40000;1890,94792809;1751,61552712;36357,44;109,337141609;0;18;0;18;34;0;0;0;0;1;0;0;0;104;0;1;0;0;0
638;40000;0;7589,6903044;32410,31;1056,080012;0;7;0;7;9;0;0;0;0;1;0;0;0;37;0;2;0;0;0
639;40000;0;3587,62611148;36412,37;471,871587577;0;13;0;8;20;0;0;0;0;1;0;0;0;39;0;3;0;0;0
640;40000;0;1359,6262495;38640,37;192,328516011;0;24;0;12;23;0;0;0;0;3;0;0;0;16;0;1;0;0;0
641;40000;0;8458,42777192;31541,57;298,167317792;0;59;0;12;32;0;0;0;0;2;0;0;0;81;0;3;0;0;0
642;40000;0;6522,6532099;33477,35;564,636981293;0;12;0;3;37;0;0;0;0;1;0;0;0;2;0;2;0;0;0
643;40000;0;12026,4478986;27973,55;474,50876026;0;18;0;4;37;0;0;0;0;1;0;0;0;39;0;1;0;0;0
644;40000;0;4689,30354448;35310,7;402,144763179;0;35;0;17;18;0;0;0;0;1;0;0;0;10;0;1;0;0;0
645;40000;0;8228,97320958;31771,03;625,790557964;0;1;0;4;22;0;0;0;0;2;0;0;0;31;0;1;0;0;0
646;40000;0;1245,4045047;38754,6;502,907728626;0;4;0;2;10;0;0;0;0;1;0;0;0;11;0;2;0;0;0
647;40000;0;15896,0155438;24103,98;1006,75267906;0;5;0;3;40;0;0;0;0;1;0;0;0;3;0;1;0;0;0
648;40000;0;17059,0455399;22940,95;228,549317069;0;12;0;2;25;0;0;0;0;1;0;0;0;27;0;1;0;0;0
649;40000;0;12407,1066185;27592,89;1119,16743429;0;14;0;12;47;0;0;0;0;1;0;0;0;6;0;3;0;0;0
650;40000;0;7085,76968227;32914,23;1061,28622707;0;48;0;11;21;0;0;0;0;2;0;0;0;47;0;1;0;0;0
651;40000;0;27409,1077557;12590,89;1138,49259972;0;29;0;6;21;0;0;0;0;1;0;0;0;4;0;2;0;0;0
652;40000;0;338,338683477;39661,66;472,861156171;0;13;0;8;78;0;0;0;0;1;0;0;0;13;0;1;0;0;0
653;40000;0;11213,4332388;28786,57;1341,69092813;0;40;0;4;51;0;0;0;0;2;0;0;0;2;0;1;0;0;0
654;40000;0;6828,61584737;33171,38;885,73331514;0;29;0;9;46;0;0;0;0;1;0;0;0;11;0;1;0;0;0
655;40000;0;3571,23843502;36428,76;484,109395329;0;90;0;6;33;0;0;0;0;3;0;0;0;18;0;1;0;0;0
656;40000;0;9778,71199429;30221,29;748,697576549;0;15;0;3;45;0;0;0;0;2;0;0;0;49;0;1;0;0;0
657;40000;0;282,513104425;39717,49;168,961649623;0;52;0;4;18;0;0;0;0;2;0;0;0;28;0;1;0;0;0
658;40000;0;5431,02327655;34568,98;1755,41420222;0;71;0;3;19;0;0;0;0;1;0;0;0;45;0;1;0;0;0
659;40000;0;4373,22317619;35626,78;537,458582183;0;27;0;4;8;0;0;0;0;2;0;0;0;36;0;1;0;0;0
660;40000;0;5805,03027292;34194,97;1479,85874438;0;10;0;7;16;0;0;0;0;1;0;0;0;85;0;1;0;0;0
661;40000;0;6687,68979158;33312,31;1291,1946632;0;58;0;7;23;0;0;0;0;1;0;0;0;57;0;1;0;0;0
662;40000;0;3881,82809894;36118,17;498,937914659;0;42;0;5;27;0;0;0;0;2;0;0;0;18;0;1;0;0;0
663;40000;0;2256,0096042;37743,99;386,923280664;0;17;0;4;18;0;0;0;0;1;0;0;0;4;0;3;0;0;0
664;40000;0;8246,31226003;31753,69;735,006117866;0;66;0;2;9;0;0;0;0;1;0;0;0;8;0;1;0;0;0
665;40000;0;10496,9840153;29503,02;1161,49871884;0;13;0;2;31;0;0;0;0;1;0;0;0;11;0;1;0;0;0
666;40000;0;9926,26032401;30073,74;887,28148265;0;8;0;2;22;0;0;0;0;2;0;0;0;36;0;1;0;0;0
667;40000;0;1794,52794271;38205,47;812,643393192;0;14;0;2;33;0;0;0;0;1;0;0;0;34;0;1;0;0;0
668;40000;0;3702,50269094;36297,5;545,428218348;0;20;0;2;21;0;0;0;0;1;0;0;0;53;0;1;0;0;0
669;40000;0;6133,07917;33866,92;718,158608037;0;11;0;3;15;0;0;0;0;1;0;0;0;11;0;1;0;0;0
670;40000;0;8372,97977639;31627,02;1167,58297257;0;17;0;5;14;0;0;0;0;1;0;0;0;37;0;2;0;0;0
671;40000;0;11407,8839544;28592,12;1069,52000821;0;15;0;5;2;0;0;0;0;1;0;0;0;20;0;1;0;0;0
672;40000;0;10229,7818313;29770,22;1110,04284394;0;1;0;2;3;0;0;0;0;1;0;0;0;16;0;1;0;0;0
673;40000;0;10039,0777685;29960,92;1318,25371438;0;9;0;5;10;0;0;0;0;3;0;0;0;9;0;1;0;0;0
674;40000;0;8796,43900505;31203,56;1059,53718923;0;6;0;4;2;0;0;0;0;1;0;0;0;12;0;1;0;0;0
675;40000;0;6462,7903356;33537,21;818,862738929;0;32;0;17;4;0;0;0;0;2;0;0;0;27;0;1;0;0;0
676;40000;0;9484,09004834;30515,91;952,663561975;0;1;0;3;10;0;0;0;0;1;0;0;0;14;0;1;0;0;0
677;40000;0;230,093349465;39769,91;138,783204828;0;2;0;5;3;0;0;0;0;2;0;0;0;6;0;1;0;0;0
678;40000;0;6059,91395816;33940,09;531,93377139;0;2;0;5;4;0;0;0;0;1;0;0;0;9;0;5;0;0;0
679;40000;0;84,8605563517;39915,14;253,545832662;0;1;0;3;5;0;0;0;0;2;0;0;0;32;0;1;0;0;0
680;40000;0;722,77254803;39277,23;658,771954638;0;13;0;2;6;0;0;0;0;2;0;0;0;29;0;1;0;0;0
681;40000;0;5834,09041121;34165,91;871,505363723;0;5;0;5;3;0;0;0;0;2;0;0;0;35;0;3;0;0;0
682;40000;0;9158,09126076;30841,91;1035,90198484;0;6;0;8;3;0;0;0;0;1;0;0;0;44;0;3;0;0;0
683;40000;0;7841,55681123;32158,44;1101,56274156;0;1;0;6;22;0;0;0;0;1;0;0;0;86;0;1;0;0;0
684;40000;0;6229,58033053;33770,42;1271,51852922;0;1;0;4;21;0;0;0;0;1;0;0;0;28;0;1;0;0;0
685;40000;0;1073,49985352;38926,5;622,22692432;0;4;0;2;24;0;0;0;0;2;0;0;0;27;0;1;0;0;0
686;40000;0;822,341905169;39177,66;325,241073738;0;4;0;3;12;0;0;0;0;1;0;0;0;8;0;1;0;0;0
687;40000;17456,9854949;0;22543,01;53,2342645466;0;1;0;2;3;0;0;0;0;1;0;0;0;3;0;1;0;0;0
688;40000;6968,33166628;0;33031,67;861,507651657;0;4;0;2;17;0;0;0;0;1;0;0;0;39;0;1;0;0;0
689;40000;6649,03480664;0;33350,97;9,50364580908;0;12;0;3;3;0;0;0;0;2;0;0;0;30;0;1;0;0;0
690;40000;2258,47311681;0;37741,53;249,948450839;0;1;0;2;3;0;0;0;0;2;0;0;0;6;0;0;0;0;0
691;40000;12631,801398;0;27368,2;201,214565104;0;28;0;3;10;0;0;0;0;1;0;0;0;31;0;0;0;0;0
692;40000;12393,9757496;0;27606,02;200,97422152;0;11;0;2;2;0;0;0;0;2;0;0;0;2;0;0;0;0;0
693;40000;12202,7289014;0;27797,27;200,926270752;0;45;0;5;8;0;0;0;0;2;0;0;0;24;0;0;0;0;0
694;40000;2749,16493807;0;37250,84;164,779888171;0;12;0;4;13;0;0;0;0;1;0;0;0;51;0;0;0;0;0
695;40000;11342,5134993;0;28657,49;36,6657907324;0;12;0;4;9;0;0;0;0;1;0;0;0;49;0;0;0;0;0
696;40000;5191,41472149;0;34808,59;168,81788157;0;16;0;6;3;0;0;0;0;1;0;0;0;21;0;0;0;0;0
697;40000;94,4972604368;0;39905,5;51,808548215;0;1;0;11;18;0;0;0;0;2;0;0;0;26;0;0;0;0;0
698;40000;260,17714684;0;39739,82;470,920382581;0;1;0;10;29;0;0;0;0;1;0;0;0;37;0;0;0;0;0
699;40000;117,627996313;0;39882,37;90,4255234831;0;35;0;10;3;0;0;0;0;2;0;0;0;17;0;0;0;0;0
700;40000;2156,70169485;0;37843,3;276,924179965;0;23;0;4;3;0;0;0;0;1;0;0;0;18;0;0;0;0;0
701;40000;3,83908243386;0;39996,16;32,7275507875;0;14;0;3;12;0;0;0;0;1;0;0;0;120;0;0;0;0;0
702;40000;326,704383225;0;39673,3;136,601171265;0;15;0;2;3;0;0;0;0;1;0;0;0;27;0;0;0;0;0
703;40000;16969,2660145;0;23030,73;108,431164925;0;9;0;8;6;0;0;0;0;2;0;0;0;7;0;0;0;0;0
704;40000;504,111288668;0;39495,89;36,3052414725;0;14;0;2;8;0;0;0;0;1;0;0;0;4;0;0;0;0;0
705;40000;0;0;40000;1275,82627078;0;11;0;2;3;0;0;0;0;1;0;0;0;21;0;0;0;0;0
706;40000;0;0;40000;59,8810564192;0;22;0;4;3;0;0;0;0;1;0;0;0;11;0;0;0;0;0
707;40000;0;0;40000;1244,64770312;0;16;0;2;2;0;0;0;0;3;0;0;0;12;0;0;0;0;0
708;40000;0;0;40000;38,8474562515;0;12;0;13;3;0;0;0;0;1;0;0;0;3;0;0;0;0;0
709;40000;0;0;40000;39,7096816477;0;1;0;7;6;0;0;0;0;2;0;0;0;46;0;0;0;0;0
710;40000;0;0;40000;495,074767429;0;2;0;3;3;0;0;0;0;1;0;0;0;72;0;0;0;0;0
711;40000;0;0;40000;160,85867596;0;1;0;3;17;0;0;0;0;2;0;0;0;39;0;0;0;0;0
712;40000;0;0;40000;3,2357135718;0;1;0;4;33;0;0;0;0;1;0;0;0;41;0;0;0;0;0
713;40000;0;0;40000;5,45660363699;0;2;0;3;49;0;0;0;0;2;0;0;0;32;0;0;0;0;0
714;40000;0;0;40000;654,644588408;0;1;0;3;21;0;0;0;0;2;0;0;0;9;0;0;0;0;0
715;40000;0;0;40000;511,060814771;0;1;0;3;17;0;0;0;0;2;0;0;0;31;0;0;0;0;0
716;40000;235,86879756;228,516179884;39535,62;0;0;3;0;3;13;0;0;0;0;1;0;0;0;65;0;0;0;0;0
717;40000;3508,68883046;7277,0144719;29214,3;0;0;19;0;2;40;0;0;0;0;2;0;0;0;40;0;0;0;0;0
718;40000;95,7766875082;401,106416644;39503,12;0;0;1;0;4;11;0;0;0;0;2;0;0;0;27;0;0;0;0;0
719;40000;918,969750345;326,62590644;38754,4;0;0;91;0;3;11;0;0;0;0;2;0;0;0;2;0;0;0;0;0
720;40000;7530,31575175;0,42718825038;32469,26;0;0;40;0;2;9;0;0;0;0;1;0;0;0;17;0;0;0;0;0
721;40000;12697,5168734;360,878169771;26941,6;0;0;53;0;5;7;0;0;0;0;1;0;0;0;21;0;0;0;0;0
722;40000;473,0477182;1079,01370279;38447,94;0;0;3;0;10;3;0;0;0;0;4;0;0;0;74;0;0;0;0;0
723;40000;32,3787021894;5512,57828842;34455,04;0;0;1;0;5;46;0;0;0;0;2;0;0;0;21;0;0;0;0;0
724;40000;503,491291427;1,08021759823;39495,43;0;0;2;0;2;30;0;0;0;0;2;0;0;0;20;0;0;0;0;0
725;40000;17395,5954831;14,5721200038;22589,83;0;0;19;0;3;6;0;0;0;0;2;0;0;0;38;0;0;0;0;0
726;40000;16,312361187;2172,88536628;37810,8;0;0;5;0;3;3;0;0;0;0;2;0;0;0;58;0;0;0;0;0
727;40000;4702,48220149;0;35297,52;0;0;6;0;2;13;0;0;0;0;3;0;0;0;32;0;0;0;0;0
728;40000;21,9853062477;0;39978,01;0;0;2;0;6;40;0;0;0;0;1;0;0;0;12;0;0;0;0;0
729;40000;37780,3857627;0;2219,61;0;0;2;0;3;40;0;0;0;0;2;0;0;0;27;0;0;0;0;0
730;40000;33385,5510498;0;6614,45;0;0;2;0;2;37;0;0;0;0;2;0;0;0;77;0;0;0;0;0
731;40000;31189,9869854;0;8810,01;0;0;5;0;2;9;0;0;0;0;1;0;0;0;19;0;0;0;0;0
732;40000;767,314659537;0;39232,69;0;0;3;0;3;9;0;0;0;0;2;0;0;0;16;0;0;0;0;0
733;40000;6278,5411279;0;33721,46;0;0;1;0;4;27;0;0;0;0;1;0;0;0;22;0;0;0;0;0
734;40000;1555,37452551;0;38444,63;0;0;64;0;6;3;0;0;0;0;1;0;0;0;10;0;0;0;0;0
735;40000;5827,49336639;0;34172,51;0;0;6;0;8;22;0;0;0;0;2;0;0;0;32;0;0;0;0;0
736;40000;1544,89838252;0;38455,1;0;0;66;0;2;20;0;0;0;0;0;0;0;0;8;0;0;0;0;0
737;40000;3927,84206301;0;36072,16;0;0;1;0;4;15;0;0;0;0;0;0;0;0;12;0;0;0;0;0
738;40000;4760,26767938;0;35239,73;0;0;78;0;3;34;0;0;0;0;0;0;0;0;4;0;0;0;0;0
739;40000;0,04749899974;0;39999,95;0;0;25;0;4;19;0;0;0;0;0;0;0;0;30;0;0;0;0;0
740;40000;1340,36838571;0;38659,63;0;0;16;0;4;17;0;0;0;0;0;0;0;0;3;0;0;0;0;0
741;40000;1130,36838662;0;38869,63;0;0;36;0;6;30;0;0;0;0;0;0;0;0;20;0;0;0;0;0
742;40000;2637,92571467;0;37362,07;0;0;7;0;2;3;0;0;0;0;0;0;0;0;19;0;0;0;0;0
743;40000;511,628727311;0;39488,37;0;0;14;0;4;3;0;0;0;0;0;0;0;0;38;0;0;0;0;0
