"ID";"TotAreaM2";"WaterM2";"BuildUpM2";"OpenM2";"BRONnetwM";"BikeOsmM";"accidents";"BasisSchoolsAmsterdam";"BicyclePathsAmsterdamCrossings";"BronNetworkCrossings";"ChildDaycareAmsterdam2011";"HighAndUniAmsterdam2011";"OSMAlcoholBarsNightclubs";"OSMbikeBarriers2014";"OSMbusAndTramStops";"OSMcrossings";"OSMhostelsHotels";"OSMmotorwayJunctions";"OSMNetworkAmsterdamCrossings";"PriorityToRight";"SchoolsAmsterdam2011";"SecondarySchoolsAmsterdam2011";"SpecialSchoolsAmsterdam2011";"TrafficLightsAmsterdam"
152;88450,89;14245,6237255;40930,0915369;33275,17;2519,36848522;491,571826936;107;1;13;69;1;0;0;1;3;5;0;0;85;0;5;0;0;1
153;124762,62;10778,7081839;60158,3485239;53825,56;3618,0872673;1172,90454845;52;2;17;98;2;0;0;1;5;1;0;0;141;0;7;0;0;1
154;74470,44;10488,413698;37284,6765759;26697,35;1812,66915194;455,622502763;123;1;8;33;2;0;0;2;4;6;0;0;42;0;2;0;0;1
155;112535,6;8447,48964354;57002,5518326;47085,56;2929,80613945;852,473526113;187;1;9;76;1;0;0;4;3;12;0;0;129;0;2;0;0;1
156;167800,53;3589,82931479;67176,0185988;97034,68;3568,21995431;793,563074026;41;2;19;86;2;0;0;1;5;7;0;0;204;0;4;0;0;1
157;68885,1;1526,30531298;41794,4255885;25564,37;1614,01627424;493,02589024;152;1;6;30;5;0;0;4;4;8;0;0;40;0;1;0;0;1
158;205929,42;9078,94002839;110690,922071;86159,56;5181,04456112;1099,08771892;98;1;2;119;2;0;0;1;1;7;0;0;157;0;2;0;0;2
159;102665,27;1429,80646976;46759,6397557;54475,82;2356,25775923;1186,97090329;383;2;14;43;4;0;0;2;5;4;0;0;105;0;4;0;0;2
160;130066,29;4088,8433079;53818,4816208;72158,97;3144,30532877;1418,9276653;39;2;10;77;2;0;0;2;7;6;0;0;179;0;1;0;0;7
161;532039,07;20757,0498746;42194,2325066;469087,79;2220,42385021;2715,7083338;74;0;15;39;1;0;0;1;2;20;0;0;211;0;2;0;0;4
162;140070,19;32260,8367523;42722,018507;65087,33;1889,9140367;272,826713153;253;0;14;17;2;0;0;1;5;14;0;0;39;0;6;0;0;1
163;298108,18;6913,14561257;114240,308178;176954,73;7428,04699802;3694,36567624;293;0;45;152;1;0;0;1;4;12;0;0;278;0;2;0;0;1
164;342705,6;1597,04834903;88500,3797411;252608,17;10414,087659;3552,48051521;75;0;40;233;1;0;0;2;4;3;0;0;544;0;1;0;0;2
165;216791,9;17613,6654665;94777,2581955;104400,98;4159,2126161;2056,85326566;105;0;18;92;2;0;0;1;13;16;0;0;190;0;3;0;0;1
166;90737,7;7468,42795921;27859,3398248;55409,93;1916,60422619;1028,88528464;162;0;14;47;3;0;0;2;2;1;0;0;124;0;2;0;0;1
167;359740,46;40909,9176091;65612,2382501;253218,3;6572,75488121;1698,84965065;69;0;20;152;3;0;0;2;4;2;0;0;326;0;3;0;0;6
168;45341,58;1673,079162;18356,6741486;25311,83;988,612551876;737,096634058;187;0;32;18;2;0;0;1;9;7;0;0;54;0;7;0;0;3
169;148586,56;6239,39324034;24614,8259613;117732,34;4543,77119018;1700,46382008;92;0;7;95;1;0;0;1;4;10;0;0;193;0;3;0;0;3
170;165724,63;13668,2299029;26351,7575892;125704,64;3447,83176506;1533,06573402;108;0;18;50;3;0;0;0;4;3;0;0;77;0;2;0;0;2
171;128014,74;9382,88790779;26285,178887;92346,67;2682,79123363;520,809222688;141;0;36;49;2;0;0;0;1;4;0;0;110;0;5;0;0;2
172;298915,83;3096,18304319;37694,8135524;258124,83;6740,31727168;814,667384038;74;0;3;142;2;0;0;0;9;5;0;0;260;0;5;0;0;1
173;93676,02;12467,8129905;35598,0966565;45610,11;2006,74135507;787,266550168;27;0;12;33;2;0;0;0;2;2;0;0;56;0;6;0;0;2
174;74926,76;3432,9484345;39893,6104357;31600,2;1883,38724964;763,82276226;127;0;7;48;3;0;0;0;1;2;0;0;75;0;2;0;0;1
175;99468,97;3215,15579652;48950,3093015;47303,5;2051,28399621;1368,88322817;53;0;30;53;3;0;0;0;2;1;0;0;93;0;4;0;0;1
176;45080,38;3215,03470857;23994,0415533;17871,3;1115,14359635;235,737081896;51;0;37;22;1;0;0;0;6;6;0;0;35;0;3;0;0;3
177;77555,76;6522,62302436;47780,9325306;23252,2;1425,26559291;1169,28626859;41;0;11;22;3;0;0;0;2;6;0;0;38;0;6;0;0;2
178;53550,61;8085,57707807;26691,9145493;18773,12;930,725207481;681,353207598;58;0;14;18;1;0;0;0;1;3;0;0;56;0;1;0;0;1
179;74844,36;3570,10220965;41876,32683;29397,93;1586,09961166;443,17863523;29;0;20;34;4;0;0;0;10;13;0;0;37;0;2;0;0;1
180;98149,52;2887,84367588;22092,6915672;73168,98;1571,77783635;867,526075164;72;0;4;33;2;0;0;0;11;13;0;0;86;0;2;0;0;2
181;120131,52;3345,60449268;55585,9301615;61199,99;3422,48638176;1108,11496388;141;0;3;95;4;0;0;0;1;2;0;0;150;0;2;0;0;2
182;155049,75;9919,01937416;78303,6053326;66827,13;3319,69941682;1395,47933337;65;0;30;64;1;0;0;0;7;18;0;0;110;0;2;0;0;1
183;83647,85;6439,64228488;38369,4044087;38838,8;1576,60192704;861,995491054;87;0;3;22;3;0;0;0;1;11;0;0;110;0;4;0;0;3
184;171267,26;14847,8854313;88681,2027633;67738,17;4003,72749675;1504,97799312;146;0;8;89;2;0;0;0;5;2;0;0;97;0;2;0;0;3
185;175587,85;12896,1995791;63895,6931699;98795,96;4130,11432942;1415,92841105;12;0;17;97;5;0;0;0;5;8;0;0;180;0;3;0;0;2
186;842656,93;81121,3517907;24095,7059114;737439,87;4505,99165866;3537,58346057;7;0;7;27;2;0;0;0;2;2;0;0;245;0;5;0;0;1
187;1495379,19;227858,675177;8012,49926494;1259508,02;4134,11574499;4669,37077371;264;0;4;8;2;0;0;0;9;13;0;0;67;0;4;0;0;1
188;700019,44;27983,3624095;102170,648142;569865,43;21973,2274403;3655,05696308;236;0;11;538;6;0;0;0;3;6;0;0;644;0;4;0;0;1
189;315127,54;31757,3581359;49023,4106039;234346,77;5351,7472143;2885,99692709;206;0;7;106;1;0;0;0;2;19;0;0;282;0;4;0;0;2
190;434288,81;34237,8023189;64288,609905;335762,4;11649,8743939;3285,25438695;182;0;18;286;4;0;0;0;7;2;0;0;483;0;2;0;0;1
191;402081,4;54886,776782;43873,5203379;303321,1;8272,6655648;4960,41187401;186;0;11;190;1;0;0;0;6;1;0;0;431;0;2;0;0;2
192;359187,55;18364,3674787;61620,0283594;279203,15;8953,90955258;2014,86668006;132;0;12;236;2;0;0;0;1;1;0;0;388;0;1;0;0;2
193;231468,76;6265,51826798;40049,0809413;185154,16;5822,84364921;331,163629969;21;0;3;155;1;0;0;0;1;23;0;0;148;0;8;0;0;2
194;1061705,14;426211,391086;8085,01409669;627408,73;2990,81359134;3722,04975593;139;0;9;22;2;0;0;0;1;13;0;0;135;0;1;0;0;1
195;320555,87;9463,62529626;63747,4450995;247344,8;8079,23415483;1885,48681657;73;0;24;225;2;0;0;0;3;1;0;0;278;0;2;0;0;1
196;271027,62;7871,22501294;40900,9503454;222255,44;6551,98246332;1737,73012479;67;0;8;199;2;0;0;0;10;6;0;0;274;0;2;0;0;1
197;297747,75;14806,8139853;42068,8866397;240872,05;6393,09724067;1051,0067037;50;0;4;165;3;0;0;0;1;2;0;0;184;0;2;0;0;4
198;268562,23;19760,1751828;49074,5041035;199727,55;4119,84524937;948,348874846;161;0;6;69;1;0;0;0;7;4;0;0;112;0;2;0;0;2
199;434812,68;33878,3391187;72384,7801325;328549,56;11260,4999457;2920,17902528;6;0;7;266;1;0;0;0;3;2;0;0;423;0;1;0;0;2
200;140121,57;17348,6773491;3336,44480315;119436,45;1977,39424172;956,652691166;73;0;2;18;1;0;0;0;3;2;0;0;81;0;5;0;0;2
201;2100425,71;228005,798979;32594,0698462;1839825,84;17531,1322179;9168,21678092;29;0;21;89;5;0;0;0;1;3;0;0;264;0;7;0;0;2
202;320951,78;29254,3483984;42190,0727094;249507,36;8368,6385604;2419,43917707;50;0;14;222;1;0;0;0;4;1;0;0;309;0;2;0;0;3
203;725458,87;31454,9341109;28458,9568032;665544,98;4563,26878691;2896,13692585;241;0;9;66;5;0;0;0;10;3;0;0;192;0;8;0;0;2
204;330016,49;13562,609913;64043,296139;252410,58;7428,37254294;1216,11355476;50;0;32;195;1;0;0;0;3;2;0;0;235;0;2;0;0;2
205;233503,05;24492,8731295;41287,0705563;167723,11;3692,39459742;1465,59967441;233;0;2;79;3;0;0;0;8;4;0;0;229;0;1;0;0;3
206;412357,35;110328,446192;75980,482983;226048,42;7642,10287672;2053,78988384;42;0;11;188;5;0;0;0;4;12;0;0;366;0;2;0;0;1
207;394072,67;14134,3456412;5479,13253372;374459,19;2053,23983926;1635,1859363;44;0;14;15;1;0;0;0;8;6;0;0;45;0;3;0;0;3
208;281887,07;32478,8765682;5638,92112608;243769,27;3830,96628185;1555,18597358;49;0;14;46;6;0;0;0;5;3;0;0;67;0;3;0;0;3
209;112652,3;40322,0932477;17928,6433589;54401,56;1563,86247769;731,286663822;103;0;2;32;3;0;0;0;1;1;0;0;84;0;4;0;0;2
210;482628,4;46660,1571045;110409,545776;325558,7;6561,01050061;251,950329171;56;0;6;95;6;0;0;0;2;2;0;0;159;0;5;0;0;1
211;368930,18;91833,1335102;47823,9294276;229273,12;4274,84941369;2581,6701145;88;0;2;69;4;0;0;0;10;13;0;0;170;0;3;0;0;2
212;439249,08;43917,5176852;110769,166212;284562,4;5690,98362958;1174,52409093;183;0;8;74;1;0;0;0;8;10;0;0;294;0;3;0;0;2
213;565346,36;71672,6595503;17502,0419007;476171,66;5170,45843955;1647,51834428;133;0;14;39;1;0;0;0;2;2;0;0;99;0;2;0;0;2
214;1193199,17;112161,198624;15314,7232083;1065723,25;6697,93575153;4307,31156551;314;0;17;28;3;0;0;0;10;0;0;0;218;0;5;0;0;4
215;579554,76;89130,2781288;107468,163573;382956,32;13871,104329;4576,71358244;186;0;2;459;2;0;0;0;11;0;0;0;837;0;4;0;0;2
216;371039,16;17213,854857;75743,1608502;278082,14;7415,84157479;3560,86740329;106;0;12;155;3;0;0;0;10;0;0;0;369;0;5;0;0;1
217;362601,5;27894,7443751;80017,4237486;254689,33;7722,86875409;1822,42559392;59;0;4;218;1;0;0;0;10;0;0;0;295;0;3;0;0;5
218;397486,64;196298,537111;38402,0159394;162786,09;5553,44161317;1238,63202489;207;0;14;113;5;0;0;0;3;0;0;0;183;0;3;0;0;2
219;341871,99;19577,0989724;98816,4893056;223478,4;9696,7847314;3298,89903103;160;0;5;211;4;0;0;0;1;0;0;0;342;0;4;0;0;4
220;318212,48;29407,8320738;28119,4923072;260685,16;9378,39478392;2636,718915;10;0;4;225;1;0;0;0;6;0;0;0;427;0;2;0;0;3
221;394996,39;30840,9851432;17513,5406358;346641,86;3302,67781002;1107,86002473;22;0;4;30;1;0;0;0;2;0;0;0;152;0;5;0;0;2
222;119792,33;8071,03696817;26979,1425206;84742,15;3879,47711027;776,397335813;59;0;4;158;5;0;0;0;4;0;0;0;162;0;3;0;0;3
223;350818,84;35734,9598603;54375,7727942;260708,11;9551,18658221;2396,30221526;48;0;9;367;3;0;0;0;3;0;0;0;423;0;5;0;0;3
224;172488,3;4211,08647509;44924,299392;123352,91;5449,08639018;2245,03770956;2;0;2;175;2;0;0;0;5;0;0;0;266;0;3;0;0;1
225;26460,98;2988,30969205;4292,69452546;19179,98;644,194162163;376,064064585;2;0;20;12;3;0;0;0;2;0;0;0;15;0;5;0;0;2
226;26953,36;2052,09341255;4114,63113296;20786,64;377,351526306;102,570446422;45;0;4;8;1;0;0;0;11;0;0;0;7;0;3;0;0;2
227;118802,2;17818,2891103;25678,3946567;75305,52;2076,55551385;1845,40179003;4;0;8;31;1;0;0;0;4;0;0;0;52;0;3;0;0;1
228;79419,65;13403,9718395;9234,31856992;56781,36;1349,51033357;1098,23285328;20;0;15;24;1;0;0;0;1;0;0;0;13;0;2;0;0;2
229;181485,02;12268,5327096;34784,3885865;134432,1;4277,7033806;57,0853097373;64;0;5;115;1;0;0;0;3;0;0;0;284;0;1;0;0;2
230;528926,97;25712,9403641;106496,018169;396718,01;13963,4074533;3503,76402581;113;0;3;467;1;0;0;0;3;0;0;0;752;0;5;0;0;3
231;689127,47;40787,227253;103395,445734;544944,8;14282,5263481;4231,30378864;8;0;2;358;1;0;0;0;1;0;0;0;562;0;2;0;0;1
232;300211,33;47966,4688864;23588,093143;228656,77;5465,16648365;1958,09061716;43;0;2;94;10;0;0;0;1;0;0;0;98;0;1;0;0;2
233;462351,52;22372,9960763;56568,6204665;383409,9;10343,1021054;2294,26269752;152;0;2;222;9;0;0;0;2;0;0;0;446;0;4;0;0;1
234;465178,6;28693,0227277;23300,5214054;413185,06;10311,2397613;2452,42278452;248;0;2;147;3;0;0;0;3;0;0;0;207;0;6;0;0;1
235;506701,61;33072,6893059;33318,7508136;440310,17;11505,4508139;2035,80498128;98;0;3;146;3;0;0;0;2;0;0;0;248;0;6;0;0;1
236;419161,72;55420,9579671;53056,6755497;310684,09;8438,69512891;1159,88931678;310;0;4;145;1;0;0;0;1;0;0;0;141;0;7;0;0;1
237;1467878,49;727795,727002;1228,47638955;738854,29;15352,6071522;617,340140942;218;0;22;62;1;0;0;0;3;0;0;0;142;0;5;0;0;4
238;1306182,06;161807,08951;75947,3592879;1068427,61;14007,3832543;5953,90791706;84;0;8;172;4;0;0;0;8;0;0;0;183;0;5;0;0;3
239;190653,65;11438,3517399;20739,7348496;158475,56;4784,39345645;675,124133569;7;0;28;83;3;0;0;0;6;0;0;0;93;0;1;0;0;1
240;118437,37;9793,57330424;4765,02081668;103878,78;1951,26873612;422,508980803;4;0;6;40;2;0;0;0;2;0;0;0;45;0;3;0;0;2
241;163099,43;20022,3296003;4499,26379915;138577,84;2442,87681609;1175,92698424;138;0;30;52;2;0;0;0;2;0;0;0;57;0;3;0;0;2
242;375662,52;15899,312806;82593,5642238;277169,64;8574,78506576;3530,18512291;88;0;17;179;2;0;0;0;1;0;0;0;231;0;3;0;0;2
243;405214,53;21309,8588222;56756,4334313;327148,24;8836,14998899;1561,43324524;39;0;14;190;1;0;0;0;3;0;0;0;204;0;2;0;0;1
244;226485,53;14058,1773123;23092,846073;189334,51;4751,59568872;997,331862953;26;0;3;87;2;0;0;0;2;0;0;0;109;0;6;0;0;3
245;220914;30171,36438;25988,7293225;164753,91;4630,71086383;1701,89896231;27;0;27;106;1;0;0;0;1;0;0;0;176;0;2;0;0;1
246;479285,02;46285,2368056;13395,2579294;419604,53;3722,5434413;670,1680134;66;0;26;22;2;0;0;0;6;0;0;0;109;0;3;0;0;1
247;156294,02;4510,68115021;26742,6471018;125040,69;3390,53067277;1185,41189168;268;0;7;58;4;0;0;0;9;0;0;0;102;0;4;0;0;5
248;516990,45;19907,4769127;97764,0284241;399318,94;11016,1743858;2828,49049284;77;0;22;282;1;0;0;0;3;0;0;0;277;0;11;0;0;2
249;171057,01;11300,2053971;20644,2328626;139112,57;3754,87692688;1342,65226023;148;0;14;79;2;0;0;0;3;0;0;0;83;0;3;0;0;1
250;271259,18;14255,2233881;43340,5409005;213663,42;5619,11922348;53,850591684;77;0;14;111;4;0;0;0;3;0;0;0;149;0;5;0;0;4
251;437783,56;31465,0437908;27060,7656606;379257,75;7150,79746038;1491,06543508;17;0;13;131;2;0;0;0;1;0;0;0;192;0;2;0;0;1
252;38986,42;688,472244926;2413,72293407;35884,22;1099,93837114;107,111058401;36;0;5;16;1;0;0;0;3;0;0;0;21;0;4;0;0;2
253;312600,62;15018,8335659;9323,13692115;288258,65;3395,31333605;2335,73833778;155;0;4;34;4;0;0;0;1;0;0;0;69;0;6;0;0;2
254;509132,17;57032,7960981;31551,3697463;420548;10474,9142259;1486,78780964;148;0;6;149;1;0;0;0;2;0;0;0;187;0;2;0;0;6
255;1017616,52;97072,4321796;4797,6077402;915746,48;9188,52809772;2914,44035102;86;0;2;70;5;0;0;0;3;0;0;0;65;0;13;0;0;2
256;372860,31;36752,2214899;51619,128462;284488,96;7891,38353917;2157,24395562;95;0;19;168;4;0;0;0;3;0;0;0;289;0;5;0;0;2
257;525452,56;27507,2540366;71393,42599;426551,88;11095,3326903;2807,41933279;49;0;8;259;7;0;0;0;2;0;0;0;400;0;11;0;0;1
258;340845,01;38944,0555055;40425,3134518;261475,64;5149,50433144;1177,86657963;68;0;19;70;1;0;0;0;2;0;0;0;121;0;8;0;0;2
259;456065,19;57207,668124;55023,5705091;343833,95;8279,18212674;2291,79473325;7;0;6;140;1;0;0;0;2;0;0;0;234;0;5;0;0;2
260;99403,62;19447,838322;7117,6557899;72838,13;1654,53127763;357,759855728;3;0;9;39;0;0;0;0;1;0;0;0;74;0;1;0;0;3
261;34758,7;1954,45947129;5090,80944205;27713,43;1068,79320205;243,780787597;20;0;21;13;0;0;0;0;1;0;0;0;20;0;2;0;0;1
262;814306,02;398373,480676;124597,636908;291334,9;3250,35303847;1950,2573148;2;0;9;36;0;0;0;0;9;0;0;0;65;0;4;0;0;2
263;357417,81;137008,697328;19960,1666488;200448,95;4362,65836833;973,188448517;149;0;9;65;0;0;0;0;3;0;0;0;81;0;4;0;0;1
264;695642,26;122850,538072;126042,442315;446749,28;7052,80489069;4223,62012282;213;0;2;111;0;0;0;0;9;0;0;0;300;0;6;0;0;1
265;2183351,25;916797,931082;299376,883979;967176,43;23182,1534348;4206,60044619;48;0;36;337;0;0;0;0;6;0;0;0;545;0;5;0;0;2
266;499282,35;183803,769232;141133,329786;174345,25;3095,41425477;1247,23857458;5;0;6;43;0;0;0;0;4;0;0;0;85;0;5;0;0;1
267;219234,88;119571,875652;21681,5545905;77981,45;563,106500237;165,159453302;83;0;7;3;0;0;0;0;3;0;0;0;22;0;3;0;0;0
268;251234,58;104810,722769;3177,70402302;143246,15;694,939758251;270,484559567;28;0;6;3;0;0;0;0;6;0;0;0;15;0;7;0;0;0
269;922103,95;31272,5151435;28106,1426926;862725,29;7799,55753841;5535,48916854;43;0;13;105;0;0;0;0;2;0;0;0;424;0;3;0;0;0
270;368469,34;14537,927466;15969,0473127;337962,37;2981,01761586;1076,24708487;12;0;42;14;0;0;0;0;1;0;0;0;150;0;4;0;0;0
271;6880398,11;510345,018175;25359,9327227;6344693,16;7447,61554123;4231,38434005;6;0;15;9;0;0;0;0;3;0;0;0;138;0;8;0;0;0
272;1598200,02;51998,5798487;9288,80225799;1536912,64;4444,07422156;2842,23597756;13;0;15;23;0;0;0;0;5;0;0;0;39;0;5;0;0;0
273;2272056,07;522811,030024;31376,3791384;1717868,66;4896,16369749;2133,33792593;113;0;15;18;0;0;0;0;1;0;0;0;58;0;5;0;0;0
274;19900064,72;1517288,89656;50369,6625104;18332406,16;15676,8537454;7212,42377431;98;0;9;31;0;0;0;0;1;0;0;0;125;0;4;0;0;0
275;8864424,92;730153,386336;64050,088285;8070221,45;22982,4689522;9064,24691069;274;0;14;116;0;0;0;0;7;0;0;0;214;0;2;0;0;0
276;342074,48;9068,98085745;98279,2249659;234726,27;5155,64983702;287,410416258;246;0;30;87;0;0;0;0;3;0;0;0;217;0;2;0;0;0
277;799612,5;50137,4689298;156733,568043;592741,46;11430,3099981;1351,85280944;90;0;15;173;0;0;0;0;3;0;0;0;478;0;1;0;0;0
278;989654,15;79690,6437149;263161,639528;646801,87;10854,8676295;2021,46084095;61;0;21;123;0;0;0;0;2;0;0;0;337;0;1;0;0;0
279;375364,44;28996,5357995;56544,1164588;289823,79;5196,33593081;479,383274254;65;0;14;66;0;0;0;0;1;0;0;0;118;0;2;0;0;0
280;360088,49;20389,4661694;92954,2962668;246744,73;5200,22038897;908,619595166;147;0;11;54;0;0;0;0;1;0;0;0;167;0;2;0;0;0
281;801493,55;48253,8481736;114796,834868;638442,87;6735,06379149;2803,91577565;124;0;19;124;0;0;0;0;2;0;0;0;382;0;12;0;0;0
282;1605349,39;185513,400125;18466,7873303;1401369,2;9889,12708903;4101,4723014;42;0;23;45;0;0;0;0;1;0;0;0;215;0;11;0;0;0
283;498453,38;46071,57959;62334,7813794;390047,02;7516,89280099;2693,51363095;59;0;15;121;0;0;0;0;6;0;0;0;207;0;5;0;0;0
284;322560,06;10326,3334723;51322,778117;260910,95;5401,51768779;562,164734979;74;0;3;103;0;0;0;0;3;0;0;0;142;0;2;0;0;0
285;277044,51;10913,480745;18743,7971615;247387,23;4586,08753654;809,201579417;224;0;2;70;0;0;0;0;1;0;0;0;182;0;5;0;0;0
286;231968;13672,5181344;49596,808157;168698,67;6659,21194756;15,2975037223;40;0;41;169;0;0;0;0;1;0;0;0;304;0;6;0;0;0
287;431461,83;11676,054018;157738,045716;262047,73;9091,32681849;833,748209974;85;0;15;150;0;0;0;0;1;0;0;0;388;0;1;0;0;0
288;203687,72;4593,48553892;40342,8052186;158751,43;3997,81222873;453,093645565;88;0;23;93;0;0;0;0;4;0;0;0;121;0;2;0;0;0
289;91096,46;0;40527,5612658;50568,9;1371,55528947;657,742433067;108;0;36;19;0;0;0;0;2;0;0;0;52;0;5;0;0;0
290;123165,97;0;68549,6915952;54616,28;2821,79032338;1858,17746242;56;0;12;56;0;0;0;0;3;0;0;0;71;0;5;0;0;0
291;78385,94;0;45704,8560393;32681,08;1993,33113225;791,410898613;75;0;6;38;0;0;0;0;2;0;0;0;90;0;5;0;0;0
292;42639,64;0;25308,8682483;17330,77;1032,4281207;677,012071948;63;0;30;7;0;0;0;0;2;0;0;0;45;0;5;0;0;0
293;60933,2;0;35464,1156421;25469,08;1692,57800173;648,131793792;1;0;9;38;0;0;0;0;3;0;0;0;40;0;2;0;0;0
294;196204,28;0;27991,7248375;168212,56;2870,74381715;908,751728098;5;0;10;25;0;0;0;0;8;0;0;0;81;0;5;0;0;0
295;182815,14;44794,1822462;0;138020,96;614,703340005;29,2222729957;38;0;15;6;0;0;0;0;4;0;0;0;28;0;1;0;0;0
296;390038,94;120663,103047;55889,1564025;213486,68;910,394769704;0;26;0;29;9;0;0;0;0;2;0;0;0;31;0;3;0;0;0
297;698307,49;329,656942166;0;697977,83;51,7746754047;0;27;0;14;58;0;0;0;0;4;0;0;0;144;0;1;0;0;0
298;629271,04;0;0;629271,04;0;0;146;0;13;87;0;0;0;0;5;0;0;0;67;0;2;0;0;0
299;447966,77;0;0;447966,77;0;0;116;0;4;79;0;0;0;0;3;0;0;0;107;0;4;0;0;0
300;508185,14;0;0;508185,14;0;0;222;0;4;83;0;0;0;0;1;0;0;0;214;0;3;0;0;0
301;616205,36;0;0;616205,36;0;0;10;0;10;157;0;0;0;0;4;0;0;0;282;0;5;0;0;0
302;1599787,55;0;0;1599787,55;0;0;80;0;35;259;0;0;0;0;12;0;0;0;539;0;5;0;0;0
303;294746,74;29368,8753076;26028,7531742;239349,11;4195,831483;1099,57522914;9;0;5;23;0;0;0;0;9;0;0;0;111;0;4;0;0;0
304;119187,65;9430,47589184;13800,7713524;95956,4;3142,60113074;224,688874022;25;0;18;97;0;0;0;0;3;0;0;0;142;0;1;0;0;0
305;72295,71;2951,5310158;10140,3373925;59203,84;2814,16313186;240,338388984;14;0;22;71;0;0;0;0;6;0;0;0;78;0;7;0;0;0
306;510540,61;68619,8196472;3810,30625578;438110,48;6282,6727759;510,943285901;32;0;2;97;0;0;0;0;9;0;0;0;76;0;2;0;0;0
307;319418,78;12561,7123085;36911,8245098;269945,24;7199,36540508;1410,28577601;56;0;15;85;0;0;0;0;6;0;0;0;109;0;8;0;0;0
308;427749,69;26561,9795799;74828,8822006;326358,83;11788,2731828;1525,44761312;16;0;10;119;0;0;0;0;8;0;0;0;114;0;6;0;0;0
309;164402,56;22886,3194349;17113,7331993;124402,51;2081,84954979;701,178212945;70;0;4;121;0;0;0;0;3;0;0;0;366;0;9;0;0;0
310;222348,08;11219,0044054;45950,9084922;165178,17;4790,2091795;572,911855661;80;0;16;174;0;0;0;0;2;0;0;0;197;0;1;0;0;0
311;218001,68;13183,6539626;26750,3596416;178067,67;4154,65730898;964,972013925;50;0;5;88;0;0;0;0;3;0;0;0;309;0;1;0;0;0
312;189896,79;18627,3189055;12115,7063966;159153,76;4968,03909362;109,627518334;58;0;7;35;0;0;0;0;6;0;0;0;289;0;1;0;0;0
313;168508,32;14084,7100263;33896,748318;120526,86;4021,61320267;354,63863598;59;0;4;10;0;0;0;0;3;0;0;0;85;0;0;0;0;0
314;143604,46;9738,75536482;35927,8223553;97937,88;4914,62913935;180,383926183;83;0;10;120;0;0;0;0;1;0;0;0;166;0;0;0;0;0
315;970815,32;112553,195246;76462,1160617;781800,01;8842,52706705;4068,02297628;42;0;5;153;0;0;0;0;2;0;0;0;248;0;0;0;0;0
316;594493,07;78596,549444;55754,3287689;460142,19;7725,91856373;2448,20140128;23;0;3;152;0;0;0;0;3;0;0;0;350;0;0;0;0;0
317;763925,85;77293,5523456;59594,5900623;627037,71;8316,18360554;2336,65897176;27;0;2;133;0;0;0;0;3;0;0;0;138;0;0;0;0;0
318;847025,63;134447,851285;13117,703702;699460,08;4472,67808513;3857,23252789;30;0;4;70;0;0;0;0;2;0;0;0;99;0;0;0;0;0
319;1337600,4;592125,655625;38167,9617948;707306,78;2272,94533117;3110,79132858;43;0;2;80;0;0;0;0;1;0;0;0;91;0;0;0;0;0
320;350279,51;9229,32111624;54599,1915993;286451;6853,92411632;688,023057745;26;0;10;165;0;0;0;0;1;0;0;0;226;0;0;0;0;0
321;369482,32;3608,40591051;58676,5715968;307197,34;7427,42459886;1524,35745708;28;0;2;112;0;0;0;0;2;0;0;0;171;0;0;0;0;0
322;665631,51;43249,902137;61346,3521746;561035,26;9945,03968746;712,239597583;9;0;10;68;0;0;0;0;5;0;0;0;95;0;0;0;0;0
323;251483,62;11677,1148973;51903,5992005;187902,91;5227,26067748;662,83689008;20;0;2;145;0;0;0;0;6;0;0;0;142;0;0;0;0;0
324;194048,81;7299,46136472;37102,9110958;149646,44;3826,32229402;257,495758157;2;0;2;205;0;0;0;0;5;0;0;0;308;0;0;0;0;0
325;251149,54;10767,2709536;47131,3709634;193250,9;5214,94333567;333,171150324;204;0;11;126;0;0;0;0;3;0;0;0;147;0;0;0;0;0
326;630446,49;44010,6646384;52831,1605993;533604,66;9421,36132798;1570,81810352;115;0;10;69;0;0;0;0;3;0;0;0;130;0;0;0;0;0
327;319275,76;12963,6406025;53282,006892;253030,11;5721,83899677;1133,02270633;48;0;25;51;0;0;0;0;6;0;0;0;109;0;0;0;0;0
328;181059,82;5420,43888843;26081,6454642;149557,74;3988,7504287;202,827458238;59;0;8;69;0;0;0;0;7;0;0;0;178;0;0;0;0;0
329;647910,03;21507,7003776;63027,4357944;563374,89;7259,21620859;857,773316646;87;0;32;290;0;0;0;0;5;0;0;0;416;0;0;0;0;0
330;773261,84;60878,9157763;63722,9932757;648659,93;9622,71380733;825,941011976;107;0;9;354;0;0;0;0;4;0;0;0;474;0;0;0;0;0
331;350709,34;60402,8170196;39518,388004;250788,13;5956,78552632;2118,87904491;339;0;2;100;0;0;0;0;2;0;0;0;595;0;0;0;0;0
332;1672530,2;216064,740523;11181,0780992;1445284,38;3571,82858112;1604,99803034;164;0;26;93;0;0;0;0;2;0;0;0;464;0;0;0;0;0
333;65993,81;10189,0752893;24582,278773;31222,46;2302,64606233;575,267559809;93;0;27;41;0;0;0;0;1;0;0;0;625;0;0;0;0;0
334;2602887,29;167540,465101;241090,942865;2194255,88;10295,585802;6934,14161469;66;0;4;23;0;0;0;0;1;0;0;0;387;0;0;0;0;0
