"ID";"TotAreaM2";"WaterM2";"BuildUpM2";"OpenM2";"BRONnetwM";"BikeOsmM";"accidents";"BasisSchoolsAmsterdam";"BicyclePathsAmsterdamCrossings";"BronNetworkCrossings";"ChildDaycareAmsterdam2011";"HighAndUniAmsterdam2011";"OSMAlcoholBarsNightclubs";"OSMbikeBarriers2014";"OSMbusAndTramStops";"OSMcrossings";"OSMhostelsHotels";"OSMmotorwayJunctions";"OSMNetworkAmsterdamCrossings";"PriorityToRight";"SchoolsAmsterdam2011";"SecondarySchoolsAmsterdam2011";"SpecialSchoolsAmsterdam2011";"TrafficLightsAmsterdam"
335;2359081,27;165646,699679;58740,9444316;2134693,63;11155,377972;5564,06703408;154;0;32;27;0;0;0;0;1;0;0;0;135;0;0;0;0;0
336;575530,31;39433,4706293;81527,6295397;454569,21;13477,641977;3801,28126911;130;0;9;137;0;0;0;0;1;0;0;0;90;0;0;0;0;0
337;717123,68;56571,1504599;126997,759958;533554,77;15691,1123669;3135,01054568;110;0;2;87;0;0;0;0;3;0;0;0;208;0;0;0;0;0
338;612261,95;69143,1560291;50551,1658258;492567,63;6663,73478709;4640,94425177;48;0;4;100;0;0;0;0;1;0;0;0;184;0;0;0;0;0
339;2273737,5;965589,124108;30230,6178752;1277917,76;15223,8663323;4226,06686451;44;0;8;45;0;0;0;0;3;0;0;0;150;0;0;0;0;0
340;862450,08;81325,2830237;34504,2305069;746620,57;5618,5382412;2547,06997556;69;0;8;71;0;0;0;0;2;0;0;0;86;0;0;0;0;0
341;1317125,27;538552,121016;43244,3256171;735328,82;4631,65229439;856,682703147;63;0;11;40;0;0;0;0;1;0;0;0;120;0;0;0;0;0
342;37948,52;2675,52616832;13724,3285108;21548,67;1221,34501636;490,645913497;213;0;23;79;0;0;0;0;3;0;0;0;40;0;0;0;0;0
343;212351,3;29340,9719078;72538,1832215;110472,14;5636,62880567;2814,49510118;88;0;26;61;0;0;0;0;4;0;0;0;225;0;0;0;0;0
344;124663,07;10674,1984882;60854,6867909;53134,18;3201,68271552;1794,25676617;93;0;6;50;0;0;0;0;1;0;0;0;81;0;0;0;0;0
345;188061,47;29487,8806299;77775,6720461;80797,92;3808,88866746;964,151938657;86;0;5;55;0;0;0;0;4;0;0;0;137;0;0;0;0;0
346;105209,81;7115,90911819;56120,6323636;41973,27;2228,92300713;1032,49811871;41;0;20;77;0;0;0;0;1;0;0;0;69;0;0;0;0;0
347;101848,65;3873,39664401;52944,1156102;45031,14;2296,48498094;927,625916938;14;0;6;70;0;0;0;0;7;0;0;0;104;0;0;0;0;0
348;75565,09;5708,96460327;42211,5692172;27644,56;1843,87394246;724,212796884;156;0;2;26;0;0;0;0;1;0;0;0;109;0;0;0;0;0
349;408446,27;68353,3538199;106463,335521;233629,58;6258,31917009;1809,73472394;218;0;5;99;0;0;0;0;2;0;0;0;601;0;0;0;0;0
350;104662,67;7701,68199165;57152,9734687;39808,01;2841,8429003;974,710300652;79;0;34;53;0;0;0;0;5;0;0;0;164;0;0;0;0;0
351;237165,67;43657,0094681;76470,0265775;117038,63;3234,004798;1368,22823267;135;0;3;48;0;0;0;0;3;0;0;0;80;0;0;0;0;0
352;120617,92;5390,28111416;50566,0243838;64661,61;2498,3401193;650,358696846;106;0;0;72;0;0;0;0;1;0;0;0;64;0;0;0;0;0
353;141053,88;4925,24504997;71960,1867041;64168,45;3242,71309781;861,234523768;125;0;0;82;0;0;0;0;1;0;0;0;109;0;0;0;0;0
354;188024,88;440,155204191;44000,8062027;143583,92;3517,16762797;1483,6957538;54;0;0;57;0;0;0;0;5;0;0;0;131;0;0;0;0;0
355;252157,17;50085,623928;113,566824459;201957,98;2179,09081391;1179,50449772;34;0;0;39;0;0;0;0;9;0;0;0;178;0;0;0;0;0
356;159775,43;5122,90751896;66426,8212831;88225,7;4303,98008118;1181,61745006;60;0;0;45;0;0;0;0;5;0;0;0;339;0;0;0;0;0
357;113960;2935,02736159;49120,7262048;61904,25;2836,27202043;238,032991954;22;0;0;83;0;0;0;0;4;0;0;0;66;0;0;0;0;0
358;112330,7;8766,56173094;44380,93045;59183,21;2368,00236322;379,840539305;40;0;0;63;0;0;0;0;5;0;0;0;140;0;0;0;0;0
359;126010,03;1455,29493762;72164,6645968;52390,07;3042,57962611;1198,18678726;16;0;0;68;0;0;0;0;4;0;0;0;98;0;0;0;0;0
360;113795,13;15177,7878532;47107,2175153;51510,12;2845,72068758;1353,81773805;244;0;0;28;0;0;0;0;1;0;0;0;209;0;0;0;0;0
361;134136,23;6282,56207811;23196,498325;104657,17;2988,79962648;1236,37759247;105;0;0;160;0;0;0;0;2;0;0;0;130;0;0;0;0;0
362;236983,53;32868,0784253;1295,112749;202820,34;3326,89498571;1722,69203057;120;0;0;92;0;0;0;0;3;0;0;0;236;0;0;0;0;0
363;59549,55;4853,71615762;22293,4342753;32402,4;1544,14528693;312,318856741;34;0;0;82;0;0;0;0;2;0;0;0;176;0;0;0;0;0
364;155313,4;5672,84086965;41837,0327797;107803,53;3414,60052954;1549,39114672;78;0;0;33;0;0;0;0;1;0;0;0;151;0;0;0;0;0
365;121184,44;2905,72320439;60388,1118916;57890,6;2749,90878326;761,838679022;72;0;0;103;0;0;0;0;2;0;0;0;108;0;0;0;0;0
366;215182,55;21423,8064622;59943,9913874;133814,75;3707,89323009;848,791239182;38;0;0;38;0;0;0;0;1;0;0;0;173;0;0;0;0;0
367;285540,62;67681,2091914;41066,5034846;176792,91;2466,18483014;1987,57028922;200;0;0;75;0;0;0;0;5;0;0;0;83;0;0;0;0;0
368;226254,44;10883,0968328;98268,2964108;117103,05;5773,28523118;1338,06320085;115;0;0;158;0;0;0;0;3;0;0;0;105;0;0;0;0;0
369;220681,47;26182,9529866;45474,7807786;149023,74;4181,91260625;2763,69684574;142;0;0;46;0;0;0;0;3;0;0;0;275;0;0;0;0;0
370;152266,97;6022,40117658;57083,4536614;89161,12;3535,10031148;1762,30309667;105;0;0;177;0;0;0;0;2;0;0;0;165;0;0;0;0;0
371;112942,85;14976,4766676;18385,6234479;79580,75;1754,32540211;1283,04623168;108;0;0;86;0;0;0;0;1;0;0;0;255;0;0;0;0;0
372;162390,88;7612,37123132;73218,7626661;81559,75;3878,70179622;1611,89214503;92;0;0;102;0;0;0;0;0;0;0;0;128;0;0;0;0;0
373;61584,79;2664,5600613;31349,7003765;27570,53;1812,87129921;739,113124296;38;0;0;79;0;0;0;0;0;0;0;0;132;0;0;0;0;0
374;150980,49;10744,5626993;71571,4455676;68664,48;3357,44798768;1386,12551497;104;0;0;56;0;0;0;0;0;0;0;0;128;0;0;0;0;0
375;255619,99;3911,11417214;117887,122459;133821,75;6922,87694269;3056,22340737;70;0;0;69;0;0;0;0;0;0;0;0;165;0;0;0;0;0
376;370564,1;11356,5558928;128217,031546;230990,51;3850,08892795;2508,66010881;43;0;0;5;0;0;0;0;0;0;0;0;223;0;0;0;0;0
377;300228,98;7732,01748583;45607,6944317;246889,27;7078,89977866;1974,54674395;10;0;0;157;0;0;0;0;0;0;0;0;207;0;0;0;0;0
378;133232,93;9190,37181154;54105,7088649;69936,85;3391,69335234;1313,82034263;552;0;0;3;0;0;0;0;0;0;0;0;221;0;0;0;0;0
379;158918,23;25872,0849277;66048,1075249;66998,04;3684,49247967;1047,85082693;74;0;0;149;0;0;0;0;0;0;0;0;92;0;0;0;0;0
380;184875,51;18097,3003831;79713,185091;87065,02;3895,21303473;1794,55815052;30;0;0;239;0;0;0;0;0;0;0;0;603;0;0;0;0;0
381;232580,23;41263,527756;68647,7222386;122668,98;3758,47359899;2333,86105999;101;0;0;104;0;0;0;0;0;0;0;0;390;0;0;0;0;0
382;285433,82;29502,0306379;62171,5167746;193760,27;4491,31429377;1703,04660579;180;0;0;232;0;0;0;0;0;0;0;0;148;0;0;0;0;0
383;320930,35;52626,9069291;5038,39882133;263265,04;2096,45408445;1121,27863716;198;0;0;321;0;0;0;0;0;0;0;0;341;0;0;0;0;0
384;266456;20892,5558999;46151,1041996;199412,34;6846,464181;1965,24041346;85;0;0;53;0;0;0;0;0;0;0;0;466;0;0;0;0;0
385;166534,23;29160,2935644;174,47329813;137199,46;654,871524349;273,191072782;36;0;0;49;0;0;0;0;0;0;0;0;157;0;0;0;0;0
386;826153,38;35031,3913121;76382,7487356;714739,24;12871,3641451;5075,715298;90;0;0;60;0;0;0;0;0;0;0;0;255;0;0;0;0;0
387;464266,19;23478,1005954;111915,856259;328872,23;11192,1408889;2692,20234724;67;0;0;63;0;0;0;0;0;0;0;0;235;0;0;0;0;0
388;253033,95;17028,5755284;37230,1145164;198775,26;5361,92173666;801,090652741;190;0;0;193;0;0;0;0;0;0;0;0;154;0;0;0;0;0
389;543580,8;46523,1996568;82537,0554366;414520,54;11569,2093497;3896,40233293;48;0;0;303;0;0;0;0;0;0;0;0;262;0;0;0;0;0
390;749552,14;59810,7240477;127426,185811;562315,23;13964,3290737;5055,2986602;14;0;0;126;0;0;0;0;0;0;0;0;391;0;0;0;0;0
391;224934;19259,3636762;39586,8474963;166087,79;3587,32474698;1460,28117108;110;0;0;35;0;0;0;0;0;0;0;0;260;0;0;0;0;0
392;463274,97;25072,2350523;112077,628005;326125,11;4482,86147393;1999,84077215;118;0;0;85;0;0;0;0;0;0;0;0;166;0;0;0;0;0
393;216787,66;15874,5859947;44301,2660632;156611,81;3265,81061165;3108,5947997;142;0;0;109;0;0;0;0;0;0;0;0;153;0;0;0;0;0
394;138990,43;8842,33034974;30496,0884138;99652,01;3178,92612984;945,203995672;105;0;0;139;0;0;0;0;0;0;0;0;134;0;0;0;0;0
395;298506,58;13293,6026446;47590,6429412;237622,33;8111,16823116;935,839961155;146;0;0;46;0;0;0;0;0;0;0;0;195;0;0;0;0;0
396;643361,39;52870,4788339;90275,3596008;500215,55;14539,4675964;3810,5366088;32;0;0;82;0;0;0;0;0;0;0;0;317;0;0;0;0;0
397;619905,51;128126,529752;5668,78385629;486110,2;7937,97026224;3874,09566926;98;0;0;125;0;0;0;0;0;0;0;0;159;0;0;0;0;0
398;289870,4;15179,6508238;41096,5952258;233594,15;2374,06098362;1422,91410067;86;0;0;112;0;0;0;0;0;0;0;0;175;0;0;0;0;0
399;140902,85;25030,9234595;49075,3145923;66796,61;3976,19688384;882,866339526;194;0;0;125;0;0;0;0;0;0;0;0;195;0;0;0;0;0
400;236423,7;51654,4087829;68739,2633434;116030,03;4424,14400833;1331,6516549;125;0;0;127;0;0;0;0;0;0;0;0;172;0;0;0;0;0
401;220399,5;6823,76441528;104015,87673;109559,86;5947,71905811;527,325724226;105;0;0;133;0;0;0;0;0;0;0;0;175;0;0;0;0;0
402;253910,13;24202,1374023;23436,2109499;206271,78;2055,07481871;1674,65561383;20;0;0;153;0;0;0;0;0;0;0;0;142;0;0;0;0;0
403;211092,29;14608,7194079;73797,5690529;122686;4900,59069141;2008,96067467;116;0;0;77;0;0;0;0;0;0;0;0;235;0;0;0;0;0
404;228479,5;6125,6277296;54389,9340773;167963,94;4618,80048412;1187,5130724;4;0;0;38;0;0;0;0;0;0;0;0;85;0;0;0;0;0
405;179107,2;3604,65230167;74706,3827685;100796,16;4695,32453625;426,295039859;123;0;0;35;0;0;0;0;0;0;0;0;141;0;0;0;0;0
406;199462,89;5398,5054525;97216,0712063;96848,31;4734,5011735;726,234155776;136;0;0;54;0;0;0;0;0;0;0;0;214;0;0;0;0;0
407;176097,61;10771,7322721;82692,7841445;82633,09;4555,91707557;1171,65064757;28;0;0;85;0;0;0;0;0;0;0;0;185;0;0;0;0;0
408;159639,4;1696,47764447;80332,0451043;77610,88;4599,17471987;147,09657364;7;0;0;66;0;0;0;0;0;0;0;0;289;0;0;0;0;0
409;267037,81;11234,8560647;115967,980636;139834,97;6213,46707339;2376,77645063;33;0;0;73;0;0;0;0;0;0;0;0;124;0;0;0;0;0
410;140428,49;2042,54011264;75148,658664;63237,29;3696,24454082;953,922602788;16;0;0;113;0;0;0;0;0;0;0;0;110;0;0;0;0;0
411;126940,84;44529,5067042;9330,98977743;73080,34;2571,87572137;1567,16944236;69;0;0;73;0;0;0;0;0;0;0;0;137;0;0;0;0;0
412;760018,21;330196,467533;6456,47049695;423365,27;4308,54938152;2903,3028157;15;0;0;60;0;0;0;0;0;0;0;0;85;0;0;0;0;0
413;363416,26;129509,874794;45234,9939114;188671,39;5022,77443409;1608,76217192;8;0;0;111;0;0;0;0;0;0;0;0;182;0;0;0;0;0
414;338261,55;75172,3272077;46233,7374487;216855,49;5477,8439733;2756,58578016;8;0;0;27;0;0;0;0;0;0;0;0;159;0;0;0;0;0
415;713270,14;542623,442367;38421,8895655;132224,81;4085,41769564;1635,30918211;16;0;0;13;0;0;0;0;0;0;0;0;41;0;0;0;0;0
416;1034767,61;905932,912042;42272,137703;86562,56;3687,18593352;1158,02880919;5;0;0;12;0;0;0;0;0;0;0;0;30;0;0;0;0;0
417;364409,29;222357,427721;55649,0023945;86402,86;6860,19752354;753,312367308;85;0;0;33;0;0;0;0;0;0;0;0;24;0;0;0;0;0
418;267360,47;147853,291141;56579,5449229;62927,63;4097,1062992;217,994906004;191;0;0;115;0;0;0;0;0;0;0;0;55;0;0;0;0;0
419;127333,35;20228,3141596;17441,5568514;89663,48;3201,23121775;1062,70467764;47;0;0;30;0;0;0;0;0;0;0;0;168;0;0;0;0;0
420;142157,48;41412,8719572;28275,8157655;72468,79;3598,41920334;921,626966095;126;0;0;30;0;0;0;0;0;0;0;0;105;0;0;0;0;0
421;51217,65;6327,45376497;19269,5049391;25620,69;1120,79240154;243,294974431;17;0;0;50;0;0;0;0;0;0;0;0;63;0;0;0;0;0
422;338387,09;151442,048779;61937,2670895;125007,77;1511,09273886;234,291898922;20;0;0;75;0;0;0;0;0;0;0;0;114;0;0;0;0;0
423;71595,27;33771,3245805;14725,6732866;23098,27;1200,26560091;218,055349192;50;0;0;55;0;0;0;0;0;0;0;0;89;0;0;0;0;0
424;486502,54;45823,0008152;3093,95244482;437585,59;3367,50699733;794,987448905;260;0;0;181;0;0;0;0;0;0;0;0;270;0;0;0;0;0
425;964229,9;21339,839161;5166,90183181;937723,16;9713,40838018;2047,87202588;7;0;0;138;0;0;0;0;0;0;0;0;155;0;0;0;0;0
426;500220,63;11631,8080999;7328,65912465;481260,16;3439,07749558;875,258755089;52;0;0;60;0;0;0;0;0;0;0;0;82;0;0;0;0;0
427;223221,48;43086,4875877;14277,0003616;165857,99;2501,56389884;915,857507273;406;0;0;55;0;0;0;0;0;0;0;0;115;0;0;0;0;0
428;2452903,36;868890,493687;19789,9939722;1564222,87;11870,777168;6857,52494256;140;0;0;106;0;0;0;0;0;0;0;0;281;0;0;0;0;0
429;864589,08;2629,23251832;26965,0888876;834994,76;3665,52527776;894,902841295;135;0;0;118;0;0;0;0;0;0;0;0;296;0;0;0;0;0
430;441239,58;132863,358965;70872,1655835;237504,06;4993,0292107;2769,57667728;85;0;0;119;0;0;0;0;0;0;0;0;200;0;0;0;0;0
431;1508607,72;47163,9827179;116984,957181;1344458,78;10324,6646344;2696,71217051;31;0;0;29;0;0;0;0;0;0;0;0;288;0;0;0;0;0
432;647328,73;157143,437647;90461,9366842;399723,36;9740,76613971;1439,29574214;42;0;0;173;0;0;0;0;0;0;0;0;210;0;0;0;0;0
433;143899,83;26928,1312569;27619,4478743;89352,25;2793,13900444;640,257914979;127;0;0;107;0;0;0;0;0;0;0;0;253;0;0;0;0;0
434;128418,17;10566,881139;30494,4490177;87356,84;2605,97461434;1531,68839323;25;0;0;273;0;0;0;0;0;0;0;0;366;0;0;0;0;0
435;180160,22;4681,51466352;43283,9549713;132194,75;4845,20709727;1762,71836122;26;0;0;80;0;0;0;0;0;0;0;0;132;0;0;0;0;0
436;181784,21;6597,11065913;32523,4167524;142663,68;4866,6586826;2160,34484007;87;0;0;92;0;0;0;0;0;0;0;0;64;0;0;0;0;0
437;162473,06;5193,49102164;55918,2933061;101361,28;4347,57994224;1691,4352493;32;0;0;307;0;0;0;0;0;0;0;0;370;0;0;0;0;0
438;290329,58;49523,5807378;12184,8489517;228621,15;1905,11755087;3067,74966899;138;0;0;25;0;0;0;0;0;0;0;0;94;0;0;0;0;0
439;117707,64;3194,23152488;19548,5555223;94964,85;3843,68837013;886,255805927;175;0;0;6;0;0;0;0;0;0;0;0;46;0;0;0;0;0
440;287615,45;25248,5912424;47866,6356317;214500,22;5711,56529498;1181,51510004;28;0;0;96;0;0;0;0;0;0;0;0;117;0;0;0;0;0
441;360605,11;3395,88810096;62837,1018067;294372,12;10449,6660662;3441,00398198;239;0;0;38;0;0;0;0;0;0;0;0;51;0;0;0;0;0
442;178314,34;7489,4020486;67444,8296834;103380,11;3757,12257105;2257,68184848;263;0;0;34;0;0;0;0;0;0;0;0;214;0;0;0;0;0
443;185550,2;1040,42447448;86090,4408228;98419,33;4006,7890616;1053,82339364;55;0;0;108;0;0;0;0;0;0;0;0;237;0;0;0;0;0
444;395908,01;4951,32224908;120780,739367;270175,95;10237,5811544;3081,15585021;186;0;0;356;0;0;0;0;0;0;0;0;405;0;0;0;0;0
445;211374,6;11755,6231426;16248,5020173;183370,47;1724,09105029;1323,39761602;87;0;0;94;0;0;0;0;0;0;0;0;155;0;0;0;0;0
446;251036,59;16793,8446898;6157,26958056;228085,48;1354,91003925;842,394676982;62;0;0;90;0;0;0;0;0;0;0;0;178;0;0;0;0;0
447;263604,48;13306,0963202;35417,2382168;214881,15;7140,85365282;1553,13235233;96;0;0;104;0;0;0;0;0;0;0;0;121;0;0;0;0;0
448;269437,5;4833,34818684;6496,85395495;258107,3;3957,43701935;92,8169962186;46;0;0;84;0;0;0;0;0;0;0;0;135;0;0;0;0;0
449;417932,72;23578,8170621;66011,8156416;328342,09;4630,85987544;1710,05025057;103;0;0;89;0;0;0;0;0;0;0;0;138;0;0;0;0;0
450;848704,56;169258,678184;45857,6688452;633588,21;11964,3025502;2345,35661024;22;0;0;72;0;0;0;0;0;0;0;0;129;0;0;0;0;0
451;457995,88;20967,748495;75587,5790681;361440,55;13908,348208;1399,04987697;98;0;0;74;0;0;0;0;0;0;0;0;135;0;0;0;0;0
452;162584,09;0;32630,5253688;129953,56;5030,45732038;439,788665444;125;0;0;32;0;0;0;0;0;0;0;0;44;0;0;0;0;0
453;132032,97;0;77386,4203943;54646,55;3317,03433488;1454,25432693;237;0;0;80;0;0;0;0;0;0;0;0;121;0;0;0;0;0
454;194812,88;0;118817,409965;75995,47;3510,85948265;974,104140676;165;0;0;80;0;0;0;0;0;0;0;0;89;0;0;0;0;0
455;144127,08;0;61505,9693973;82621,11;3367,14604818;1145,22777045;15;0;0;114;0;0;0;0;0;0;0;0;244;0;0;0;0;0
456;150415,51;0;81376,090393;69039,42;3514,81553821;588,458687198;40;0;0;66;0;0;0;0;0;0;0;0;107;0;0;0;0;0
457;160201,35;0;71567,5997548;88633,75;3393,08971881;1114,5887505;18;0;0;179;0;0;0;0;0;0;0;0;41;0;0;0;0;0
458;140553,33;0;52506,2444617;88047,09;3301,77962684;1620,18333424;13;0;0;53;0;0;0;0;0;0;0;0;76;0;0;0;0;0
459;79398,09;0;23356,208635;56041,88;1504,80496012;385,555304514;20;0;0;9;0;0;0;0;0;0;0;0;121;0;0;0;0;0
460;157801,81;0;78601,7963119;79200,01;3735,10932135;1103,56704341;0;0;0;11;0;0;0;0;0;0;0;0;18;0;0;0;0;0
461;121865,85;0;64032,7981713;57833,05;3169,72124119;1029,37785291;0;0;0;19;0;0;0;0;0;0;0;0;3;0;0;0;0;0
462;174222,17;0;71595,7652448;102626,4;4730,43008995;1851,99368038;0;0;0;4;0;0;0;0;0;0;0;0;27;0;0;0;0;0
463;145614,68;0;75536,4850398;70078,19;3379,13797122;542,024315055;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0
464;403591,93;0;56202,5300229;347389,4;7363,05897377;561,17370287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
465;153992,74;14082,2548424;0;139910,49;2784,02592455;107,391600733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
466;80658,46;6072,24703169;12862,3942769;61723,82;936,445806186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
467;259881,2;17369,7573392;16828,9581268;225682,48;2264,92641836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
468;206464,95;102212,164743;4833,95130936;99418,83;1044,19008114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
469;444606,47;754,247632083;607,383491038;443244,84;615,120700519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
470;69390,66;0;7984,72669711;61405,93;1237,85156621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
