"ID";"TotAreaM2";"WaterM2";"BuildUpM2";"OpenM2";"BRONnetwM";"BikeOsmM";"accidents";"BasisSchoolsAmsterdam";"BicyclePathsAmsterdamCrossings";"BronNetworkCrossings";"ChildDaycareAmsterdam2011";"HighAndUniAmsterdam2011";"OSMAlcoholBarsNightclubs";"OSMbikeBarriers2014";"OSMbusAndTramStops";"OSMcrossings";"OSMhostelsHotels";"OSMmotorwayJunctions";"OSMNetworkAmsterdamCrossings";"PriorityToRight";"SchoolsAmsterdam2011";"SecondarySchoolsAmsterdam2011";"SpecialSchoolsAmsterdam2011";"TrafficLightsAmsterdam"
67;90000;572,257410531;9556,58802153;79871,15;1102,88923701;117,932873005;1;1;5;3;1;0;6;1;2;18;1;0;47;1;2;1;0;1
68;90000;13824,9331938;11088,6512438;65086,42;1649,94434192;301,550134159;2;1;5;23;1;0;1;2;2;7;1;0;61;1;1;1;0;4
69;90000;0;17192,2753041;72807,72;2214,76831188;508,702998273;2;2;6;27;1;0;1;6;1;2;3;0;48;2;1;1;0;1
70;90000;0;14701,0404081;75298,96;1613,98373913;334,790374257;1;1;2;36;1;0;1;1;2;7;7;0;90;1;4;1;0;1
71;90000;0;18732,5786991;71267,42;1869,57358057;634,252441904;1;1;16;47;3;0;1;1;3;41;4;0;31;1;3;2;0;1
72;90000;0;12065,5536069;77934,45;2089,09004791;55,6834042098;1;1;6;19;1;0;1;1;1;10;1;0;100;2;1;1;0;1
73;90000;0;8388,60506807;81611,39;1014,64270162;293,875769387;1;1;30;18;1;0;2;1;1;2;1;0;4;0;1;1;0;2
74;90000;0;22467,9136016;67532,09;1562,94694427;519,482181936;1;1;5;20;1;0;1;1;1;1;4;0;3;0;3;1;0;1
75;90000;1712,74203209;0;88287,26;370,675429375;120,218907172;1;1;10;51;1;0;1;1;1;3;5;0;15;0;1;1;0;1
76;90000;16151,4589638;0;73848,54;1162,5512508;42,7927139835;1;1;3;26;1;0;1;1;1;6;2;0;16;0;1;1;0;1
77;90000;6587,81501642;0;83412,18;162,35032128;306,645945171;1;5;6;38;1;0;1;2;1;2;1;0;4;0;1;1;0;2
78;90000;5368,4751653;0;84631,52;280,873781666;149,243254173;1;1;2;5;3;0;1;2;2;1;1;0;2;0;1;2;0;1
79;90000;10157,7440143;0;79842,26;441,422801502;54,5688980832;1;1;7;3;4;0;1;1;1;2;1;0;7;0;2;1;0;1
80;90000;15730,9203087;0;74269,08;67,6114642263;300,403857665;1;1;3;22;1;0;4;3;3;4;1;0;28;0;1;1;0;1
81;90000;51301,1675204;1955,49699655;36743,34;0;72,6163200968;3;1;3;3;1;0;1;1;2;6;2;0;6;0;2;2;0;1
82;90000;9786,54232738;17841,4886518;62371,97;0;387,379689131;1;1;3;13;2;0;1;1;1;7;2;0;11;0;2;1;0;2
83;90000;3091,53241048;0;86908,47;0;105,057824611;1;1;7;6;3;0;1;2;2;1;3;0;3;0;4;1;0;1
84;90000;16415,6671034;0;73584,33;0;205,069669614;1;1;21;6;2;0;1;1;2;2;5;0;7;0;3;1;0;1
85;90000;47730,093267;0;42269,91;0;18,1681806871;1;1;2;3;1;0;1;7;2;3;4;0;17;0;1;2;0;2
86;90000;57647,3318012;0;32352,67;0;53,1573191114;2;1;5;7;1;0;2;1;3;3;1;0;3;0;2;1;0;1
87;90000;68658,4786627;0;21341,52;0;143,1967026;1;1;5;52;2;0;1;2;1;7;1;0;39;0;1;1;0;1
88;90000;59050,5741268;0;30949,43;0;401,461608296;2;2;3;18;2;0;1;2;5;10;3;0;34;0;2;1;0;1
89;90000;82578,1665855;0;7421,83;0;30,2576710782;1;1;14;18;3;0;1;1;4;2;16;0;51;0;2;1;0;1
90;90000;891,365324448;873,017797377;88235,62;49,7363374356;0;1;2;5;22;2;0;1;1;3;14;12;0;36;0;1;1;0;1
91;90000;11473,3051588;56,8889415915;78469,81;618,884605863;0;2;4;3;9;2;0;0;2;1;4;1;0;19;0;1;1;0;1
92;90000;10138,2603072;692,833608486;79168,91;431,558747528;0;1;1;4;37;2;0;0;6;1;2;3;0;28;0;1;1;0;1
93;90000;4080,89508324;1,11245325007;85917,99;175,899587749;0;2;2;6;56;1;0;0;1;3;3;1;0;16;0;1;1;0;3
94;90000;14496,35157;194,528726982;75309,12;123,05638371;0;1;1;11;5;3;0;0;2;3;1;2;0;80;0;6;0;0;1
95;90000;9259,31697853;53,2116809821;80687,47;307,681152873;0;1;1;5;4;1;0;0;1;1;8;9;0;63;0;1;0;0;1
96;90000;831,76879761;182,87387008;88985,36;686,080031929;0;1;1;3;17;1;0;0;2;2;3;1;0;30;0;1;0;0;1
97;90000;5,53918342188;42517,6515408;47476,81;1200,47686707;0;1;2;3;40;1;0;0;1;2;6;1;0;9;0;1;0;0;1
98;90000;2545,65363969;18716,9562544;68737,39;1977,41902672;0;1;1;5;51;1;0;0;3;2;13;1;0;19;0;1;0;0;1
99;90000;1400,21421178;14815,0232286;73784,76;1948,81614884;0;1;1;2;3;3;0;0;1;2;32;1;0;23;0;1;0;0;1
100;90000;1607,23708925;16942,4534148;71450,31;2000,51696715;0;1;1;6;29;7;0;0;2;2;3;1;0;7;0;4;0;0;2
101;90000;7549,73437118;2948,72759122;79501,54;439,841477117;0;1;1;8;12;1;0;0;2;3;2;1;0;3;0;2;0;0;1
102;90000;5539,67794321;30166,1576642;54294,16;1070,17057818;0;1;1;4;22;1;0;0;1;2;3;11;0;29;0;1;0;0;1
103;90000;2989,12167178;22366,4785826;64644,4;1470,04385857;0;1;1;14;31;1;0;0;1;1;4;1;0;28;0;1;0;0;2
104;90000;1975,56663073;13140,124256;74884,31;2395,38819815;0;1;1;4;23;1;0;0;2;2;12;1;0;19;0;1;0;0;2
105;90000;2833,28776466;13052,1424829;74114,57;1798,86572257;0;1;1;8;35;1;0;0;2;4;1;1;0;2;0;1;0;0;1
106;90000;7196,95382745;6227,14662845;76575,9;1051,79900025;0;1;1;4;10;2;0;0;1;4;3;1;0;3;0;1;0;0;2
107;90000;25423,3339214;364,325955887;64212,34;799,270101543;0;1;2;10;48;1;0;0;2;1;12;1;0;23;0;1;0;0;1
108;90000;5743,49406963;10642,6854151;73613,82;1070,54981089;0;1;1;15;45;1;0;0;4;1;21;2;0;4;0;1;0;0;1
109;90000;5324,36549457;22248,969214;62426,67;1260,79331827;0;1;1;14;28;2;0;0;2;2;8;1;0;62;0;4;0;0;1
110;90000;5486,76156089;3444,97632215;81068,26;225,468344315;0;1;1;3;13;1;0;0;3;2;34;1;0;38;0;4;0;0;1
111;90000;4745,46251381;4120,61556201;81133,92;196,766043092;0;1;1;14;10;1;0;0;2;1;9;2;0;30;0;1;0;0;1
112;90000;4630,20830962;24413,0486334;60956,74;1116,80578109;0;1;1;5;25;1;0;0;1;1;18;0;0;22;0;1;0;0;1
113;90000;11501,378736;9563,07322079;68935,55;1409,93124616;0;2;2;6;62;1;0;0;1;2;19;0;0;45;0;1;0;0;1
114;90000;10910,0195555;6531,92610063;72558,05;567,958251238;0;1;2;8;3;1;0;0;1;2;2;0;0;47;0;2;0;0;2
115;90000;4034,44708403;3544,6181342;82420,93;210,917439763;0;1;1;15;7;2;0;0;1;1;18;0;0;2;0;1;0;0;1
116;90000;4162,02441972;902,945286715;84935,03;75,2167871064;0;1;1;4;14;2;0;0;1;2;11;0;0;57;0;5;0;0;2
117;90000;12591,8999296;18445,8627606;58962,24;253,679805757;0;2;1;9;33;1;0;0;1;3;7;0;0;67;0;3;0;0;1
118;90000;1492,08988329;31952,212543;56555,7;743,564812166;0;1;3;12;86;1;0;0;1;4;2;0;0;11;0;3;0;0;1
119;90000;19483,8316196;213,096773049;70303,07;671,598250761;0;2;1;20;27;2;0;0;3;3;8;0;0;12;0;1;0;0;1
120;90000;2859,64492122;11708,3530721;75432;2271,24144441;0;1;2;22;45;2;0;0;1;2;2;0;0;5;0;2;0;0;1
121;90000;9987,34743442;9992,89319342;70019,76;790,732285706;0;1;1;10;43;1;0;0;1;2;12;0;0;16;0;2;0;0;1
122;90000;1582,49480679;8263,42598637;80154,08;411,863696891;0;1;1;15;24;1;0;0;2;2;2;0;0;6;0;2;0;0;1
123;90000;5987,73163079;3294,94030569;80717,33;155,583683728;0;1;1;9;4;4;0;0;3;2;4;0;0;3;0;3;0;0;1
124;90000;1771,4336421;17123,4874674;71105,08;1506,98703084;0;1;1;9;3;1;0;0;1;2;12;0;0;9;0;2;0;0;2
125;90000;24323,7044948;2080,45096814;63595,84;1514,10689162;0;1;1;22;28;1;0;0;1;2;2;0;0;10;0;1;0;0;1
126;90000;4458,25322088;1361,694931;84180,05;1804,61615773;0;1;1;18;22;1;0;0;2;2;27;0;0;3;0;2;0;0;1
127;90000;3970,16279564;7208,26856725;78821,57;1131,71266148;0;1;2;6;32;3;0;0;1;2;1;0;0;79;0;3;0;0;1
128;90000;6712,24797309;6984,49018184;76303,26;289,574878554;0;1;2;18;34;3;0;0;1;2;1;0;0;45;0;3;0;0;2
129;90000;0;13760,8388288;76239,16;2077,36654803;0;1;1;10;62;3;0;0;2;3;7;0;0;45;0;2;0;0;1
130;90000;0;12340,9626245;77659,04;2356,89867537;0;1;2;2;48;1;0;0;2;2;12;0;0;42;0;3;0;0;1
131;90000;7139,1396564;0;82860,86;324,424298872;0;1;1;8;3;1;0;0;4;4;10;0;0;41;0;1;0;0;1
132;90000;2601,51659368;0;87398,48;219,172864481;0;1;1;12;93;2;0;0;5;5;4;0;0;49;0;2;0;0;3
133;90000;5141,38293764;0;84858,62;980,233539852;0;1;1;6;12;1;0;0;9;1;32;0;0;14;0;1;0;0;1
134;90000;6407,14721108;0;83592,85;284,534939193;0;1;1;6;10;2;0;0;1;1;7;0;0;58;0;1;0;0;1
135;90000;16360,3976658;0;73639,6;231,152048685;0;1;1;21;27;2;0;0;1;3;8;0;0;20;0;1;0;0;2
136;90000;1563,75590856;0;88436,24;696,573693026;0;1;2;18;24;2;0;0;1;3;12;0;0;27;0;3;0;0;1
137;90000;0;0;90000;19,7624494336;0;1;1;11;25;1;0;0;1;1;2;0;0;49;0;7;0;0;4
138;90000;0;0;90000;18,2375211292;0;1;1;17;9;1;0;0;1;2;17;0;0;131;0;1;0;0;2
139;90000;1526,90138314;23,4355204485;88449,66;0;0;1;3;2;16;1;0;0;2;4;25;0;0;80;0;2;0;0;2
140;90000;650,678915546;0;89349,32;0;0;1;1;4;3;2;0;0;1;2;14;0;0;27;0;5;0;0;1
141;90000;6060,0373509;0;83939,96;0;0;1;1;3;6;2;0;0;1;2;6;0;0;28;0;4;0;0;1
142;90000;9332,78729293;0;80667,21;0;0;1;1;17;12;2;0;0;7;3;1;0;0;40;0;2;0;0;2
143;90000;135,826158681;0;89864,17;0;0;1;1;2;3;1;0;0;1;2;3;0;0;29;0;2;0;0;1
144;90000;160,381010906;0;89839,62;0;0;1;1;8;6;1;0;0;2;3;6;0;0;4;0;1;0;0;2
145;90000;1663,76554674;0;88336,23;0;0;1;1;12;28;4;0;0;1;2;10;0;0;2;0;1;0;0;1
146;90000;1182,97082516;0;88817,03;0;0;1;1;3;16;1;0;0;1;2;3;0;0;20;0;5;0;0;1
147;90000;49968,9409927;0;40031,06;0;0;1;3;2;19;3;0;0;7;2;7;0;0;62;0;1;0;0;2
148;90000;90000;0;0;0;0;1;1;13;59;1;0;0;2;2;2;0;0;55;0;2;0;0;1
149;90000;5444,41947929;0;84555,58;0;0;1;1;2;40;2;0;0;2;2;5;0;0;44;0;1;0;0;1
150;90000;0;0;90000;0;0;1;1;23;71;1;0;0;1;3;2;0;0;46;0;3;0;0;1
151;90000;0;0;90000;0;0;2;1;2;12;1;0;0;2;3;4;0;0;40;0;1;0;0;1
152;90000;308,422184259;25113,8712062;64577,71;1226,29689199;516,431427517;1;1;4;80;1;0;0;4;1;1;0;0;42;0;1;0;0;2
153;90000;10148,1628977;17946,2089657;61905,63;167,849916397;109,123159344;2;1;20;36;2;0;0;1;2;2;0;0;18;0;3;0;0;1
154;90000;1926,23774891;25303,4368111;62770,33;1829,2584724;59,6218249766;1;2;9;21;2;0;0;2;2;2;0;0;15;0;3;0;0;2
155;90000;6366,87592767;9797,98463646;73835,14;2268,95390437;339,184532055;1;2;10;3;8;0;0;1;6;17;0;0;27;0;1;0;0;1
156;90000;20701,6438213;134,963515005;69163,39;571,484574431;315,840002017;1;1;5;31;3;0;0;1;4;19;0;0;44;0;2;0;0;1
157;90000;14642,4238888;593,285868691;74764,29;1396,7284082;186,454441281;1;1;30;44;2;0;0;3;3;1;0;0;142;0;2;0;0;1
158;90000;7426,77535771;3804,22836945;78769;1943,53917948;226,808024509;1;1;6;23;1;0;0;1;2;2;0;0;46;0;3;0;0;2
159;90000;12,5702163625;17423,034818;72564,39;1784,69537018;114,528814759;0;2;5;55;1;0;0;1;3;10;0;0;62;0;2;0;0;1
160;90000;6879,9984944;3865,28594574;79254,72;204,346627914;250,007516237;0;1;3;50;1;0;0;4;4;2;0;0;54;0;2;0;0;1
161;90000;29167,7402562;219,832952538;60612,43;159,925023323;384,865300563;0;1;10;36;1;0;0;6;1;1;0;0;32;0;1;0;0;1
162;90000;23496,6601931;2115,28724069;64388,05;529,809429498;529,448101478;0;2;16;42;1;0;0;6;1;2;0;0;12;0;4;0;0;1
163;90000;19127,199101;2458,93033755;68413,87;568,513400225;558,684932776;0;2;20;57;1;0;0;2;2;5;0;0;7;0;1;0;0;2
164;90000;19799,794033;0,32418149598;70199,88;311,841603942;301,485378277;0;1;3;37;2;0;0;1;2;2;0;0;36;0;1;0;0;1
165;90000;3542,14461939;3238,66483428;83219,19;2192,64967694;231,886256015;0;1;4;46;2;0;0;1;1;6;0;0;60;0;3;0;0;5
166;90000;3803,95197417;9419,34839671;76776,7;1788,47311252;226,450275134;0;1;2;52;1;0;0;1;6;3;0;0;54;0;4;0;0;2
167;90000;129,552537418;25891,7812315;63978,67;1818,50839451;674,49916068;0;1;2;57;3;0;0;2;1;3;0;0;77;0;3;0;0;2
168;90000;50,1751267403;16322,5468254;73627,28;1299,8523846;222,344330067;0;1;6;4;1;0;0;2;1;6;0;0;104;0;3;0;0;1
169;90000;6029,91735003;5280,09258618;78689,99;2157,15070448;156,683769054;0;1;13;11;1;0;0;2;2;14;0;0;115;0;3;0;0;2
170;90000;741,753067433;16271,7562866;72986,49;2004,67884944;705,840020895;0;1;3;8;1;0;0;6;1;8;0;0;50;0;1;0;0;1
171;90000;4436,26155204;1146,56089608;84417,18;208,479022324;214,470749674;0;1;2;38;1;0;0;1;1;10;0;0;59;0;5;0;0;2
172;90000;10615,0368339;704,453320537;78680,51;204,315672433;562,362865006;0;1;15;43;3;0;0;2;2;2;0;0;25;0;3;0;0;1
173;90000;32760,4705503;1716,63339023;55522,9;617,974997137;594,920877637;0;2;3;38;1;0;0;1;2;6;0;0;5;0;1;0;0;1
174;90000;5078,34374909;1848,28746137;83073,37;91,0024176084;91,9838141519;0;1;3;23;4;0;0;1;6;2;0;0;16;0;2;0;0;1
175;90000;21492,8195761;481,063639502;68026,12;444,449555941;182,201574005;0;2;8;43;1;0;0;1;2;6;0;0;37;0;2;0;0;2
176;90000;487,921728882;2908,40966783;86603,67;199,152110985;7,52746677073;0;1;2;14;1;0;0;2;3;11;0;0;21;0;3;0;0;1
177;90000;2913,06654637;37026,9031812;50060,03;1772,29120526;1,67973432809;0;1;3;16;2;0;0;2;4;4;0;0;37;0;4;0;0;1
178;90000;1255,55642453;34971,1211326;53773,32;1761,83765621;177,999123549;0;1;2;12;2;0;0;2;2;5;0;0;7;0;1;0;0;2
179;90000;9432,34304217;1164,80842856;79402,85;798,787665572;260,402150934;0;1;6;49;5;0;0;1;2;3;0;0;13;0;2;0;0;1
180;90000;5317,80235924;15776,6815295;68905,52;1256,71798441;301,15144344;0;1;3;69;1;0;0;1;4;3;0;0;12;0;1;0;0;3
181;90000;3930,32101886;5366,74656706;80702,93;2571,39493895;68,3332347502;0;1;7;6;1;0;0;2;2;4;0;0;21;0;2;0;0;3
182;90000;4882,46838947;3530,2046448;81587,33;1297,68865838;418,512701021;0;2;11;70;1;0;0;5;1;3;0;0;15;0;2;0;0;4
183;90000;23852,7913607;4098,20600763;62049;561,524677742;738,874920192;0;2;10;37;2;0;0;1;2;4;0;0;17;0;6;0;0;1
184;90000;476,496256715;1662,22502011;87861,28;42,0026294681;43,051774932;0;1;20;44;1;0;0;2;3;4;0;0;2;0;2;0;0;2
185;90000;210,946844961;1440,75478144;88348,3;326,226702052;230,458739257;0;1;6;16;3;0;0;15;5;2;0;0;22;0;3;0;0;1
186;90000;4658,3310997;8071,19857096;77270,47;994,202521449;362,822832466;0;1;6;6;1;0;0;4;2;17;0;0;45;0;6;0;0;1
187;90000;7552,82130156;17397,1343026;65050,04;1725,7868422;388,301136051;0;1;5;30;2;0;0;1;3;4;0;0;44;0;1;0;0;1
188;90000;2441,88508477;12159,8821108;75398,23;3256,08300189;166,226660978;0;1;10;18;2;0;0;1;1;21;0;0;55;0;1;0;0;2
189;90000;13349,5139814;13623,9825809;63026,5;1528,01095726;523,740302696;0;1;4;64;2;0;0;1;2;11;0;0;60;0;5;0;0;1
190;90000;3674,8289712;20506,168037;65819;2075,58516113;320,236056539;0;1;5;52;1;0;0;1;2;15;0;0;124;0;1;0;0;1
191;90000;507,743563854;5425,92941747;84066,33;2571,12539643;275,08292558;0;1;3;33;1;0;0;1;2;18;0;0;71;0;1;0;0;8
192;90000;11948,4784184;10853,3181461;67198,2;936,390064977;224,926993981;0;1;2;3;1;0;0;1;2;14;0;0;21;0;2;0;0;3
