"ID";"TotAreaM2";"WaterM2";"BuildUpM2";"OpenM2";"BRONnetwM";"BikeOsmM";"MEANSPEEDA";"MEANSPEEDB";"MEANlanes";"SUMMOTweek";"MEANMOTwee";"SUMMOTwerk";"MEANMOTwer";"SUMLVweek";"MEANLVweek";"SUMLVwerk";"MEANLVwerk";"accidents";"AlcoRet";"BasScho";"BicCross";"BikBarr";"BRcross";"BTStops";"ChilDay";"HighUni";"HosHot";"MotJun";"OSMcross";"PrioRigh";"Schools";"SecScho";"SpecScho";"TraffLi"
16;301816,49;14394,5796726;79032,3875098;208389,52;3626,93153417;2429,27787303;39,8850003480812;26,27749979495;4;101820,94757;6363,809223125;114445,34466;7152,83404125;96212,95843;6013,309901875;107317,78634;6707,36164625;2;1;1;74;5;47;4;2;1;3;1;10;2;7;1;1;4
17;344742,04;8013,00709275;76643,3583495;260085,67;7499,79072403;4412,13187349;29,4211117426389;30,8966665267833;2;48460,58716;2692,25484222222;54332,48434;3018,47135222222;46483,38045;2582,410025;51846,80795;2880,37821944444;1;2;1;69;2;187;2;2;1;7;1;5;1;1;1;1;2
18;306389,55;5994,77364943;65832,0294841;234562,75;7578,77491776;3282,79637814;28,2250001089714;25,2985713141071;2;53107,95067;3793,42504785714;59598,48167;4257,034405;50662,31364;3618,73668857143;56510,49007;4036,46357642857;1;2;2;20;1;247;4;1;1;12;2;1;6;2;1;1;3
19;304255,58;26434,4112163;10905,3317189;266915,84;3700,40374598;3034,93535836;26,84500058495;27,8216673533167;2;23241,22106;3873,53684333333;26064,6438;4344,1073;22301,03067;3716,838445;24883,18395;4147,197325;1;4;1;8;1;38;5;1;1;8;1;10;2;1;2;1;2
20;316613,76;42260,6324487;10259,3893117;264093,74;3254,91072168;1800,89201662;21,0326665242549;16,9280001322533;2;70348,89228;4689,926152;78955,12802;5263,67520133333;65659,87941;4377,325294;74138,40343;4942,56022866667;1;1;1;27;2;31;1;3;6;5;2;2;5;3;1;1;1
21;86935,48;723,079257564;10758,6865734;75453,71;2000,53311423;918,604542383;21,999500179295;19,92950015068;2;112462,3575;5623,117875;126297,89014;6314,894507;105553,38276;5277,669138;118556,54937;5927,8274685;2;3;1;10;1;35;1;1;7;2;2;6;2;2;1;1;2
22;184910,81;5162,03786102;38962,0336738;140786,74;3407,25459878;1746,38181308;19,4814288275619;21,4704761959185;2;144996,2779;6904,58466190476;162963,28027;7760,15620333334;137099,90843;6528,56706809524;152925,99126;7282,19006;1;1;1;7;1;52;8;1;1;1;2;1;1;3;1;1;2
23;263681,38;17438,3540639;54209,151565;192033,87;3941,64943497;1397,87064921;14,2718182910505;20,8772729093441;2;33123,61524;3011,23774909091;37174,50648;3379,50058909091;31486,42773;2862,40252090909;35491,47076;3226,49734181818;1;16;3;44;1;58;3;1;2;2;2;2;1;3;1;1;1
24;177402,16;35927,6606794;16592,5760647;124881,92;3877,92946398;762,219979405;11,5811764422622;21,3470589133;2;100793,89375;5929,05257352941;113295,5482;6664,44401176471;94880,11243;5581,18308411765;106072,2511;6239,54418235294;1;1;1;6;1;58;6;3;2;1;1;47;3;1;1;1;3
25;181682,85;10490,4797671;28106,1224392;143086,25;3301,20808272;1034,18491643;23,4817646251059;24,0670587876294;2;33371,44748;1963,02632235294;37491,375;2205,375;31736,13626;1866,83154470588;35516,12562;2089,18386;1;1;1;30;5;49;9;1;1;1;1;3;1;4;2;1;1
26;340423,42;16827,7963246;54332,234608;269263,39;6378,8270364;3882,65749453;25,9158331553167;22,765833139425;2;52147,66056;2172,81919;58529,16692;2438,71528833333;49710,40086;2071,2667025;55826,44163;2326,10173458333;1;5;1;9;1;115;6;1;1;5;1;19;2;2;1;1;3
27;416522,87;7024,1888698;12285,5664332;397213,11;8749,31749189;1248,88055584;20,1733334506;20,5922219311741;1;133677,6798;4951,02517777778;150336,7015;5568,02598148148;125961,96707;4665,25803962963;140516,36998;5204,30999925926;1;2;1;9;1;106;3;1;1;3;1;17;2;1;1;1;1
28;116462,61;3108,53399689;18113,5686473;95240,51;2878,1551447;1501,36129782;18,8319230813213;24,6173076629577;2;168094,60179;6465,17699192308;188895,90514;7265,22712076923;158593,13811;6099,73608115385;177202,28644;6815,47255538462;1;2;2;6;2;72;7;6;1;2;1;32;1;1;3;1;2
29;645532,13;52325,7122821;121178,913458;472027,5;4903,57426091;2097,49293797;34,6444440417833;34,4999995761389;3;93778,12991;5209,89610611111;105438,81172;5857,71176222222;88555,64053;4919,75780722222;99183,8669;5510,21482777778;3;2;1;20;1;45;7;3;2;1;1;21;3;6;1;1;1
30;121298,29;10097,2771058;21728,2121843;89472,8;2014,11327759;1379,1757238;31,2971420288143;39,1571426391429;2;17103,4824;2443,35462857143;19237,45738;2748,20819714286;16213,87861;2316,26837285714;18106,5661;2586,6523;1;1;1;17;2;39;3;7;2;4;1;5;2;2;1;1;4
31;373538,08;27892,3579855;84465,75989;261179,96;8869,17297642;2713,44778761;36,2142854418143;32,8171430315286;3;34155,79803;4879,39971857143;38371,44026;5481,63432285714;32373,43029;4624,77575571429;36110,71659;5158,67379857143;1;2;1;6;3;262;1;6;1;7;1;4;2;1;1;1;1
32;480279,62;43839,9123342;81338,7244949;355100,98;11849,4156864;4019,96545303;33,36000003813;34,19099922179;2;42912,82141;4291,282141;48211,79383;4821,179383;40651,48948;4065,148948;45343,63248;4534,363248;2;1;1;21;1;279;2;6;1;1;1;13;2;2;1;2;2
33;82938,63;1288,35209295;17410,0297171;64240,25;3478,44350743;1640,5953852;29,31699886321;27,27099933625;2;19768,51351;1976,851351;22164,06783;2216,406783;18961,95203;1896,195203;21150,92092;2115,092092;1;2;1;2;3;111;1;1;1;1;1;1;2;7;1;1;2
34;231630,71;15449,5332131;60986,4201874;155194,76;6519,98055471;1053,98522231;30,7800000508833;27,1116669972833;2;24364,5391;4060,75651666667;27317,72663;4552,95443833333;23370,45851;3895,07641833333;26068,19484;4344,69914;1;1;1;11;5;201;1;3;1;5;1;3;9;4;1;1;6
35;256124,33;23778,4581788;59061,9256638;173283,95;6593,58160557;1801,89622601;35,6033322016167;30,7083330154333;2;6318,10177;1053,01696166667;7084,17506;1180,69584333333;6060,32127;1010,053545;6760,35474;1126,72579;1;1;1;28;4;177;1;1;1;2;1;5;1;8;1;1;4
36;139972,32;22998,4917139;67903,0825003;49070,75;2793,89188963;289,739390252;19,2219050271215;18,7352381660809;2;149283,58512;7108,74214857143;167583,23629;7980,15410904762;142559,06157;6788,52674142857;159028,01872;7572,76279619048;1;2;1;8;3;44;1;1;1;1;1;2;5;8;1;1;3
37;106392,8;7301,25742645;58356,95737;40734,59;1789,35764467;109,436961446;17,9145455793909;18,3945455551219;2;86800,5523;7890,9593;97471,36026;8861,03275090909;82902,46893;7536,58808454545;92514,59006;8410,41727818182;1;3;1;17;10;23;4;1;2;1;1;6;3;6;1;1;2
