"ID";"TotAreaM2";"WaterM2";"BuildUpM2";"OpenM2";"BRONnetwM";"BikeOsmM";"MEANSPEEDA";"MEANSPEEDB";"MEANlanes";"SUMMOTweek";"MEANMOTwee";"SUMMOTwerk";"MEANMOTwer";"SUMLVweek";"MEANLVweek";"SUMLVwerk";"MEANLVwerk";"accidents";"AlcoRet";"BasScho";"BicCross";"BikBarr";"BRcross";"BTStops";"ChilDay";"HighUni";"HosHot";"MotJun";"OSMcross";"PrioRigh";"Schools";"SecScho";"SpecScho";"TraffLi"
51;1378163,06;33732,7251796;487357,13822;857073,2;27902,4616546;11660,059006;26,6683999443094;18,5041999912274;3;461819,92758;9236,3985516;518549,58718;10370,9917436;440757,11413;8815,1422826;491765,67714;9835,3135428;3;0;6;66;5;602;5;10;0;0;0;21;0;15;1;0;4
52;292145,17;35073,341473;120153,81639;136918,01;7076,12137149;2361,67027372;27,3111110793167;18,6516665352722;3;77322,26914;4295,68161888889;86757,62468;4819,86803777778;73617,61403;4089,86744611111;82424,09978;4579,11665444444;1;0;1;43;5;188;16;4;0;0;0;32;0;2;3;0;8
53;1103204,22;141486,909119;238927,031561;722790,28;15747,8748814;7338,46145467;25,7730232172361;18,4799998970973;3;283798,98165;6599,97631744186;318546,59624;7408,06037767442;270547,33781;6291,79855372093;302469,36409;7034,17125790698;1;0;6;77;1;241;15;6;0;0;0;4;0;9;2;0;2
54;1259130,1;85082,7293149;122708,326233;1051339,04;20372,8005855;7314,09259916;26,0800001886194;21,9444442855037;3;355051,81284;9862,55035666667;398687,58638;11074,6551772222;338333,37144;9398,14920666667;377447,43936;10484,6510933333;4;0;3;17;10;309;2;8;0;0;0;43;0;20;1;0;3
55;1990634,84;218312,719741;215127,470038;1557194,65;36141,5878554;10988,5839664;28,5481631609959;28,3795917861263;3;433254,98564;8841,93848244898;486805,92185;9934,81473163265;411038,77761;8388,54648183674;458611,15221;9359,41126959184;5;0;3;21;1;720;9;9;0;0;0;10;0;16;0;0;3
56;446717,22;76685,332387;125799,304633;244232,58;9638,19245838;2214,51799443;18,1225002833802;14,3017857074714;3;217127,07339;7754,53833535714;243628,89003;8701,03178678572;206582,31061;7377,93966464286;231372,70094;8263,31074785714;1;0;2;74;1;222;8;12;0;0;0;4;0;7;0;0;10
57;753974,63;31024,1533271;270086,682163;452863,79;14907,5196087;4334,8717263;24,9119150080596;22,2787235138234;2;337061,43486;7171,5198906383;378355,89937;8050,12551851064;321980,86924;6850,65679234043;359582,64279;7650,69452744681;5;0;1;21;6;345;3;9;0;0;0;9;0;13;0;0;4
58;613784,7;20726,8802711;199783,825477;393273,99;14249,693053;5048,4137092;28,0130301677909;21,8987879319588;2;167567,01874;5077,78844666667;188070,79993;5699,11514939394;160066,48364;4850,49950424243;178934,34109;5422,25276030303;1;0;6;49;8;321;14;10;0;0;0;5;0;13;0;0;13
59;378570,09;9003,15368155;171922,453975;197644,48;9429,82570975;1152,52919563;28,0078944156053;26,1405262695947;2;112878,79128;5940,98901473684;126779,2647;6672,59287894737;108047,16562;5686,69292736842;120652,3102;6350,12158947368;1;0;7;51;2;237;11;2;0;0;0;2;0;15;0;0;5
60;481343,37;12468,2099165;238560,757193;230314,4;12533,4813191;1860,81114848;21,3448000907837;18,83320014954;2;96702,02267;3868,0809068;108550,66719;4342,0266876;92742,90074;3709,7160296;103531,92891;4141,2771564;2;0;6;21;9;326;29;6;0;0;0;3;0;16;0;0;8
61;1294423,58;387991,784188;206904,099575;699527,7;16791,0348724;7801,19329795;23,85095262528;21,3942859740414;2;96548,87647;4597,56554619048;108428,17894;5163,24661619048;92417,50035;4400,83335;103583,01068;4932,52431809524;5;0;2;2;6;303;4;4;0;0;0;4;0;21;0;0;1
62;3812198,76;2276652,06914;426041,123878;1109505,57;39862,4488402;10810,0923766;27,4547693179237;25,5053846799373;2;439245,3525;6757,62080769231;493394,62264;7590,68650215385;419834,17123;6458,98724969231;469134,5854;7217,45516;4;0;2;123;7;687;1;2;0;0;0;10;0;23;0;0;4
63;4627059,5;990759,518362;49656,5078775;3586643,47;30892,2927437;11491,3720231;33,02468788625;36,9387502074344;3;317555,82831;9923,6196346875;356199,77384;11131,2429325;302590,61127;9455,9566021875;338724,47489;10585,1398403125;5;0;6;94;2;258;20;2;0;0;0;17;0;3;0;0;3
64;1442318,79;287043,79848;123522,695288;1031752,3;14193,2384507;2079,540542;24,3253847635758;22,9784618157615;3;7116,31031;273,704242692308;7229,50642;278,057939230769;152,49779;5,86529961538462;7157,68533;275,295589615385;1;0;4;19;4;221;27;5;0;0;0;64;0;1;0;0;1
65;1709089,89;108401,042622;304657,255339;1296031,59;38575,4454503;15722,675209;26,1965332539897;21,7917334492999;2;673991,34781;8986,55130413333;756449,18173;10085,9890897333;644172,12669;8588,9616892;718951,7396;9586,02319466667;2;0;4;53;4;980;7;2;0;0;0;101;0;14;0;0;1
